symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,184.85,2021-06-28 07:33:19,0,0,0,0,184.85,0,INR,NSI,Asia/Kolkata,IST,70,114.850006,1.6407144,184.85,0,0,39.9,144.95001,3.6328323,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,16.800003,9.9970255,184.85,168.85,168.9,168.05,132481,15,71.95422,112.89578,1.5689945,0
AHLWEST.NS,ASIAN HOTELS (WEST,219,2021-06-28 07:34:08,218.9,0,9236,15877,218,0,INR,NSI,Asia/Kolkata,IST,214.3843,4.6157074,0.021530064,339.4,-120.399994,-0.35474366,191,28,0.14659686,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.75,0.34364262,220.9,215.1,220.9,218.25,4766,15,232.12253,-13.122528,-0.056532763,35.47436652916912

AKASH.NS,Akash Infra-Projects Ltd,226.1,2021-06-28 07:31:48,226.5,0,105982,40521,226,0,INR,NSI,Asia/Kolkata,IST,217.92,8.180008,0.037536748,281,-54.899994,-0.19537364,85,141.1,1.6600001,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.6499939,-0.7244759,228.55,225.05,228.55,227.75,31042,15,221.24437,4.8556366,0.021946939,19.53736654804271
AKZOINDIA.NS,AKZO NOBEL INDIA,2290.95,2021-06-28 07:34:00,2290.95,0,17868,17101,2290.95,0,INR,NSI,Asia/Kolkata,IST,2261.1985,29.751465,0.013157387,2530,-239.05005,-0.094486184,1795,495.94995,0.27629524,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-19.699951,-0.8525719,2319.85,2286.4,2301,2310.65,11711,15,2270.48,20.46997,0.009015702,9.44861660079052
ALCHEM.NS,ALCHEMIST LTD,3.55,2021-06-28 07:34:38,3.55,0,1484,4595,3.5,0,INR,NSI,Asia/Kolkata,IST,3.3642857,0.18571424,0.055201687,11.45,-7.8999996,-0.6899563,3.05,0.5,0.16393442,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,3.55,3.4,3.5,3.55,9867,15,4.48169,-0.93169,-0.2078881,68.99563318777292
AMARAJABAT.NS,AMARA RAJA BATTERI,751.75,2021-06-28 07:34:42,751.75,0,990386,1952258,751.75,0,INR,NSI,Asia/Kolkata,IST,763.29,-11.539978,-0.015118734,1025.55,-273.80005,-0.26697874,635.8,115.95001,0.1823687,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,6.5,0.8721906,754.9,746.55,751,745.25,517440,15,865.16864,-113.41864,-0.13109426,26.697869435912434
AMBER.NS,AMBER ENTERPRISES,2922.4,2021-06-28 07:34:36,2925,0,229255,100456,2924.55,0,INR,NSI,Asia/Kolkata,IST,2844.71,77.68994,0.027310321,3662,-739.6001,-0.20196617,1425,1497.3999,1.050807,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-7.4001465,-0.25258198,2989,2895.8,2989,2929.8,71492,15,2903.8433,18.55664,0.0063903728,20.196613872200977
ANSALAPI.NS,ANSAL PROPS & INFR,7.95,2021-06-28 07:33:58,8.1,0,241450,252756,7.9,0,INR,NSI,Asia/Kolkata,IST,7.102857,0.8471427,0.11926788,13.55,-5.6000004,-0.41328415,3.6,4.35,1.2083334,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.19999981,-2.4539855,8.4,7.8,8.4,8.15,102676,15,7.568662,0.38133764,0.050383758,41.328413284132836
APLLTD.NS,ALEMBIC PHARMACEUT,1001,2021-06-28 07:34:33,1002.1,0,242260,442551,1000.45,0,INR,NSI,Asia/Kolkata,IST,965.74713,35.25287,0.036503207,1145,-144,-0.12576419,864.3,136.70001,0.1581627,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,19.799988,2.017936,1005,975.4,981,981.2,172913,15,979.844,21.156006,0.021591198,12.576419213973798
