symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
ASTRAZEN.NS,ASTREZENECA PHARMA,35.99798792756539,3180.9,4970,3005,3519.9695,3603.5122,3272.8,3289.8,3164.05,3272.2,12993
ATGL.NS,ADANI TOTAL GAS LIMITED,49.31506849315068,851,1679,155.3,956.49445,967.89087,880,890.35,843,886.4,81986
AUTOLITIND.NS,AUTOLITE (INDIA) LIMITED,62.70207852193996,16.15,43.3,15.3,16.566668,23.090492,17.2,17.2,16.15,16.15,14946
BANDHANBNK.NS,BANDHAN BANK LTD,32.2962618992338,291.6,430.7,251.4,313.4639,322.59015,297,298.4,290.8,296.25,970629
BANKA.NS,Banka BioLoo Limited,20.99479467900521,68.3,86.45,27.9,68.1125,68.74542,68.9,74.4,67.85,71.5,9053
BCP.NS,B.C. Power Controls Ltd,57.47126436781608,3.7,8.7,2.85,3.8555555,3.9816902,3.75,3.85,3.7,3.85,76578
BHARTIARTL.NS,BHARTI AIRTEL LTD,1.152165276122368,622,629.25,394,546.5375,546.67004,622.2,629.25,618.05,622.2,6798325
BIOCON.NS,BIOCON LTD,24.438749359302918,368.55,487.75,363.25,394.59167,396.06796,379.95,379.95,366.05,379,1062875
BIOFILCHEM.NS,BIOFIL CHEMICALS &,81.8169053636619,64.75,356.1,27,70.9,74.639084,67.95,67.95,64.1,66.95,13379
BLISSGVS.NS,BLISS GVS PHARMA,50.452488687782804,109.5,221,91.65,112.388885,125.700356,113.6,114.5,108.25,113.25,241405
BLUESTARCO.NS,BLUE STAR,17.57116526725374,805,976.6,513.15,842.4861,845.6317,818.25,818.25,797,818.25,17440
CANDC.NS,C & C CONSTRUCTION,56.7741935483871,3.35,7.75,1.95,4.070833,4.873944,3.45,3.45,3.35,3.5,7300
CEATLTD.NS,CEAT LTD,27.413499716392508,1279.7,1763,861,1358.0917,1438.9802,1315.85,1315.85,1278.25,1315.85,50549
CHOLAFIN.NS,CHOLAMANDALAM INV,16.806722689075638,499.95,600.95,202.15,512.1889,527.7303,509,512,494.7,510.5,552396
CUB.NS,CITY UNION BANK,24.474999999999994,151.05,200,116.55,159.67917,165.48627,152.55,153.65,149.65,153.1,427657
DCBBANK.NS,DCB BANK LIMITED,28.814229249011863,90.05,126.5,74.3,103.49306,104.41796,92.2,92.8,89.35,92.1,367131
DHANI.NS,DHANI SERVICES LIMITED,54.42606389695669,180.45,395.95,150.35,199.99167,231.94965,186,187.95,175,182.3,373763
DHFL.NS,DEWAN HOUSING FIN,61.026837806301046,16.7,42.85,12.05,16.7,17.273943,16.7,16.7,16.7,16.7,2454074
DQE.NS,DQ ENTERTAINMENT I,39.39393939393939,1,1.65,0.85,0.98888886,1.0320423,0.95,1,0.9,0.95,103267
ENGINERSIN.NS,ENGINEERS INDIA,22.400857449088953,72.4,93.3,60.4,77.33195,77.76092,73,73.4,71.8,73.15,440386
EROSMEDIA.NS,EROS INTL MEDIA,49.38941655359566,18.65,36.85,17.75,25.269444,25.790846,19.35,19.7,18.5,19.25,230091
ESCORTS.NS,ESCORTS,14.406346828288328,1256.9,1468.45,1077.4,1190.1973,1236.4916,1270,1278.9,1238.5,1270,926159
EXIDEIND.NS,EXIDE INDUSTRIES,24.441404468764258,165.7,219.3,153.6,179.61389,188.75845,167.9,168.8,165,167.2,647341
GANECOS.NS,GANESHA ECOSPHERE,26.906318082788673,503.25,688.5,223,520.4347,553.013,519.5,519.5,502,513.35,8661
GFLLIMITED.NS,GFL LIMITED,31.64375190485222,66.5,97.28445,62.451668,70.08889,73.15437,68.2,70.05,65.35,67.9,25690
GICRE.NS,GENERAL INSURANCE,32.534807534807534,164.75,244.2,115,186.82361,189.83415,168.9,169.5,163.25,167.6,186632
GLOBE.NS,Globe Textiles (I) Ltd.,0,12.85,12.85,3.066666,3.3733325,3.373333,12.85,12.85,12.85,13.5,11559
GOENKA.NS,GOENKA DIAMOND & J,52.083333333333336,1.15,2.4,0.55,1.3083333,1.5066901,1.2,1.2,1.15,1.2,49137
GULFOILLUB.NS,GULF OIL LUBRICANT,27.161520190023758,613.3,842,603.25,667.00555,703.9838,625,639,610,625.7,12839
HATHWAY.NS,HATHWAY CABLE & DA,37.30769230769231,24.45,39,20.55,26.413889,26.792253,25.4,25.65,24.1,25.45,3124135
HDFC.NS,HOUSING DEVEL FIN,8.553176795580104,2648.3,2896,1623,2511.45,2541.9268,2675,2689.5,2647.55,2671.65,680923
HDFCAMC.NS,HDFC ASSET MANAGEM,13.316859686206797,2911.6,3358.9,2070.05,2923.0903,2926.8477,2994.1,3001.6,2897,2984.4,114437
HDFCBANK.NS,HDFC BANK,8.595368677635586,1499.95,1641,1020.2,1480.1666,1485.6968,1514.9,1518.85,1498.45,1507.65,2306027
HDFCLIFE.NS,HDFC LIFE INSURANC,11.139410187667563,662.9,746,555.95,681.7389,687.31866,669.6,671.9,662.2,670.3,458024
HEMIPROP.NS,Hemisphere Prop Ind Ltd,35.40634291377602,130.35,201.8,54.4,145.02916,147.625,136.9,137.5,128.9,136.7,508032
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.817528003196436,2764.7,3629.05,2705.3,2866.1042,3039.5852,2810,2814.85,2763.6,2797.05,135963
HNDFDS.NS,Hindustan Foods Limited,28.43289371605896,1845,2578,692.1,1980.0736,2027.8687,1911.35,1929.9,1815.55,1911.1,2005
HONAUT.NS,HONEYWELL AUTO IND,19.704940988197638,40139.5,49990,27850,42041.566,43110.945,41340,41340,39888,40914.05,1004
IDEA.NS,VODAFONE IDEA LTD,53.26086956521739,6.45,13.8,4.55,8.679167,9.559507,6.6,6.75,6.3,6.65,114986409
IDFCFIRSTB.NS,IDFC FIRST BANK,35.714285714285715,44.55,69.3,26.85,52.856945,55.888027,45.9,46.15,44.3,45.85,18921325
IFBIND.NS,IFB INDUSTRIES LTD,38.00984762791936,931.65,1502.9,382.9,1029.3112,1103.437,928.6,939.95,925,923.95,14518
INDIAMART.NS,IndiaMART InterMESH Ltd,27.94623115577889,7169.35,9950,2876,7206.564,7771.688,7400,7400,7115.1,7354.25,13777
INDLMETER.NS,IMP POWERS LTD,41.839080459770116,12.65,21.75,11,14.363889,14.988732,12.7,13.5,12.65,13.3,14375
INDUSTOWER.NS,INDUS TOWERS LIMITED,25.048646736246237,211.85,282.65,162.2,230.78195,246.05493,211,214,210.1,211.1,804488
ITC.NS,ITC LTD,13.001672240802675,208.1,239.2,163.35,206.2889,209.81796,209.85,210.6,207.45,209.85,6064334
JCHAC.NS,JOHNSON CONTROLS-H,25.574829931972793,2188.1,2940,2015.25,2260.075,2406.9546,2242,2242,2176.6,2230.8,4139
JETAIRWAYS.NS,JET AIRWAYS INDIA,55.444379046497936,75.7,169.9,23.65,92.647224,97.07218,76,79.8,74.8,76.75,36842
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,37.752752752752755,621.85,999,509.54782,709.3014,763.3648,637,641.05,621.05,636.85,109666
KAPSTON.NS,Kapston Facilities Mgmt L,35.24933384088314,85.05,131.35,73.15,88.798615,94.65598,91,91,82.65,85.05,286
KARURVYSYA.NS,KARUR VYSYA BANK,31.913245546088298,43.95,64.55,29.3,50.033333,53.89014,45,45.3,43.65,44.85,481422
KELLTONTEC.NS,KELLTON TECH SOLU,45.70652173913044,49.95,92,18.6,62.480556,69.56549,53,53.35,49.3,53,435781
KGL.NS,KARUTURI GLOBAL,50,0.25,0.5,0.15,0.2,0.23415492,0.15,0.25,0.15,0.2,7473514
KOLTEPATIL.NS,KOLTE-PATIL DEVELO,23.45938375350141,218.6,285.6,147.75,233.06528,235.62535,224.4,228.95,216.15,223.25,271468
KOTAKBANK.NS,KOTAK MAHINDRA BAN,12.672035139092245,1789.35,2049,1230.6,1726.6666,1792.9944,1820,1820,1788.15,1813.25,692221
KSERASERA.NS,KSS LTD,50,0.15,0.3,0.1,0.15,0.16056338,0.2,0.2,0.15,0.15,8023373
KTKBANK.NS,KARNATAKA BANK,21.54471544715447,57.9,73.8,39.5,61.366665,63.63627,59.3,59.7,57.65,59.05,444778
L&TFH.NS,L&T FINANCE HOLDIN,27.336860670194003,82.4,113.4,51.71434,91.1125,93.91479,86.7,86.85,81.35,86.3,6451305
LUMAXIND.NS,LUMAX INDUSTRIES,19.535718290905017,1435,1783.4,1188,1514.664,1548.6844,1440,1485,1427.7,1455.45,2711
M&M.NS,MAHINDRA &MAHINDRA,18.20282548185494,778.75,952.05,567.5,770.9403,804.1958,786.3,789.95,776.35,786.3,765411
M&MFIN.NS,MAHINDRA &MAH FIN,32.924654480606335,150.45,224.3,112.7,156.00972,175.41795,153.05,154.05,148.75,152.9,3047459
MARINE.NS,Marine Electrical (I) Ltd,54.24476295479603,41.5,90.7,16,56.06389,59.77676,44.5,44.65,41.2,44.3,430551
MASFIN.NS,MAS FINANCIAL SERV,30.526173650807937,771.75,1110.85,647.35,839.92084,854.4246,779.85,781,765,772.2,4885
MCL.NS,Madhav Copper Limited,66.76724137931035,38.55,116,38,64.416664,83.627815,39.2,40,38,40,36585
MODIRUBBER.NS,MODI RUBBER,68.9886600323999,67,216.05,25.35,72.69028,91.51197,66.75,69.5,66.15,69.2,397
MRF.NS,MRF LTD,21.166339333843474,77729.95,98599.95,55300,80808.75,83179.37,79000,79799.65,77300,78828.05,8971
NATNLSTEEL.NS,NATIONAL STEEL & A,25.862068965517242,4.3,5.8,2.1,4.1680555,4.4954224,4.45,4.45,4.05,4.25,21799
NEULANDLAB.NS,NEULAND LABORITIE,48.28083251300802,1471.1,2844.4,782.75,2047.4514,2098.9207,1454.45,1530,1454.45,1530.95,56506
NITIRAJ.NS,Nitiraj Engineers Ltd,21.405228758169937,48.1,61.2,43.2,43.2,45.53169,51.9,51.9,48.05,49.75,373
NXTDIGITAL.NS,NXTDIGITAL LIMITED,35.98923841059602,463.95,724.8,450,483.15555,490.90424,478,478,460,477.05,3341
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9083333,2.303169,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,84.36469812564755,415,2654.25,5.45,667.3555,1160.519,431.4,431.4,410.9,431.5,7166
ORIENTLTD.NS,ORIENT PRESS LTD,39.17819365337674,74.75,122.9,62.25,81.42639,84.04929,79.35,80.85,74.15,77.75,8312
PAISALO.NS,PAISALO DIGITAL LT,33.77840909090909,582.75,880,346,639.5611,689.7715,600,609,580.15,601.8,5896
PCJEWELLER.NS,PC JEWELLER LIMITE,34.59787556904401,21.55,32.95,12.75,26.13611,26.770071,22.75,22.95,20.8,22.65,812494
PETRONET.NS,PETRONET LNG,23.134192845469407,211.65,275.35,207.25,221.56805,233.82852,214.35,215.8,211.5,213.6,816757
PFOCUS.NS,PRIME FOCUS,36.16600790513834,48.45,75.9,33.4,58.843056,59.991196,54,55.1,48.45,53.8,45522
PGHL.NS,PROCTER & GAMBLE HEALTH L,28.60066666666667,5354.95,7500,4480,5591.1377,6192.768,5416,5435.9,5351,5416.25,1668
PILITA.NS,PIL ITALICA LIFEST,65.36458333333334,6.65,19.2,5.5,8.3125,12.439437,6.95,7.05,6.65,6.95,430315
RAJMET.NS,Rajnandini Metal Limited,0.7242489270386235,185.05,186.4,15.175,31.05,31.084507,186,186.4,181.1,179.7,2310
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.7458334,8.838733,7.6,7.95,7.6,7.95,1545
RBLBANK.NS,RBL BANK LIMITED,38.42508202697776,168.9,274.3,156.1,203.90834,213.26233,173,174.1,168.5,172.75,2754618
RESPONIND.NS,RESPONSIVE INDUSTR,37.277227722772274,126.7,202,91,138.14444,159.36972,130.55,133.9,125.25,134.35,15934
ROLLT.NS,ROLLATAINERS LTD,50,2.5,5,1.95,3.0902777,3.1073945,2.65,2.65,2.45,2.65,148268
ROML.NS,Raj Oil Mills Limited,63.36953331376577,62.4,170.35,3.75,81.3375,100.20634,69,69,56.5,69.5,9375
SANCO.NS,SANCO IND LIMITED,59.53488372093023,8.7,21.5,6.9,10.008333,10.525704,9.05,9.05,8.25,9.05,17996
SBICARD.NS,SBI CARDS & PAYMEN,11.680561649846425,1006.4,1139.5,753.05,992.0722,1001.662,1027.95,1030.25,995,1027.2,301837
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.25,6.4457746,5.7,6.3,5.7,5.7,158110
SHRENIK.NS,SHRENIK LTD,85.64593301435406,1.5,10.45,1.45,1.9958333,2.309155,1.55,1.55,1.45,1.6,2397451
SILLYMONKS.NS,Silly Monks Entertain Ltd,35.930047694753576,20.15,31.45,18,21.651388,22.10986,20.3,20.3,20.15,21.4,742
SIRCA.NS,Sirca Paint India Limited,17.79947916666667,315.65,384,220.1,334.25833,340.1486,315.15,323.5,283,324.65,116314
SORILINFRA.NS,SORIL INFRA RESOUR,53.787047200878156,105.25,227.75,50.6,137.50278,145.33205,114.15,114.15,104.2,110.45,31819
SRTRANSFIN.NS,SHRIRAM TRANSPORT,18.564122609857,1250,1534.95,555.55,1380.2236,1380.8126,1277,1283.6,1243.8,1275.5,626843
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.7507042,0.75,0.75,0.65,0.65,977163
STAR.NS,STRIDES PHARMA SCI,33.25325325325326,666.8,999,551.1,768.0195,821.07605,697.8,700,656.7,692,430391
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.9919014,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,38.16433271469546,183.25,296.35,182.45,211.13194,232.06174,188.2,189.75,182.45,188.05,43107
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,12.796610169491526,514.5,590,291.6,493.50696,496.0014,543.3,543.3,507.2,540.55,230784
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,81.94805194805195,20.85,115.5,19.75,25.506945,34.619473,23.25,23.3,20.6,22.75,53319
SYMPHONY.NS,SYMPHONY LTD,41.32980115122972,896.95,1528.8,820,1019.13055,1117.4824,911.35,918.9,890,911.2,27687
TATAMOTORS.NS,TATA MOTORS LTD.,19.778239778239783,289.4,360.75,120.15,312.79443,314.25705,295.3,297.8,286.45,294.2,8504999
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.227778,7.006338,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,27.596996245306638,57.85,79.9,31.15,65.015274,68.3338,60.65,61.05,57.4,60.5,24825
TVSMOTOR.NS,TVS MOTOR CO,17.432432432432435,549.9,666,409.05,594.9389,599.31793,557.6,561.25,548.25,555.8,348726
TVVISION.NS,TV VISION LTD,20.634920634920633,2.5,3.15,1.15,2.086111,2.1200705,2.5,2.5,2.5,2.6,14807
UJJIVAN.NS,UJJIVAN FIN SERV,33.15645602186847,207.85,310.95,183.3,223.24583,223.42323,215,215,206,214.35,190904
UJJIVANSFB.NS,Ujjivan Small Financ Bank,43.16143497757847,25.35,44.6,25.1,29.7625,31.339085,26.2,26.2,25.1,25.95,1517197
UNICHEMLAB.NS,UNICHEM LABS,26.146666666666672,276.95,375,218.55,323.53473,323.84964,282.6,287.35,275,282.65,23108
UTTAMSTL.NS,UTTAM GALVA STEELS,58.06451612903226,4.55,10.85,3.7,4.9805555,6.883803,4.6,4.7,4.55,4.75,161678
V2RETAIL.NS,V2 RETAIL LTD,30.70458952811893,107.2,154.7,44.5,123.93056,125.70317,111.55,112.95,107,111.5,19640
VAKRANGEE.NS,VAKRANGEE LTD,57.55189692197566,29.65,69.85,24.5,38.691666,48.975,31.35,31.35,29.15,30.3,1968933
VARROC.NS,VARROC ENGINEERING,33.35077985972992,318.35,477.65,196.2,352.77917,382.82254,329,331.2,315,326.8,44847
VERTOZ.NS,Vertoz Advertising Ltd,59.58074534161491,130.15,322,116,159.78473,227.42746,138.4,140,129.15,136.8,60920
WANBURY.NS,WANBURY LTD,31.403508771929822,78.2,114,31.5,87.479164,89.52852,83.1,83.1,77.5,81.1,14651
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,28.094725511302475,2004,2787,1980.1,2197.8682,2257.839,2108,2108,2002,2111.8,87677
YAARII.NS,YAARII DIG INTEGR SER LTD,50.558735350231665,90.7,183.45,37.8,105.58889,115.264084,91.5,98.95,90.7,95.45,43370
YESBANK.NS,YES BANK,41.68674698795181,12.1,20.75,12.1,13.145833,14.452113,12.35,12.35,12.1,12.3,36760418
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4625,1.6179577,1.6,1.6,1.6,1.6,21541
