symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,209.7,2021-07-01 07:34:33,210,0,0,0,209.7,0,INR,NSI,Asia/Kolkata,IST,70,139.7,1.9957142,214.5,-4.800003,-0.022377636,39.9,169.79999,4.2556386,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,14.699997,7.5384603,214.5,183,201,195,148125,15,71.733215,137.96678,1.9233319,2.2377622377622433
AHLWEST.NS,ASIAN HOTELS (WEST,224.05,2021-07-01 07:26:39,225.55,0,11386,16232,224.1,0,INR,NSI,Asia/Kolkata,IST,215.87083,8.179169,0.03788918,339.4,-115.34999,-0.33986443,191,33.050003,0.17303666,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.05000305,0.02232279,227,221.45,227,224,11611,15,231.22273,-7.1727295,-0.031020867,33.98644667059516

AKASH.NS,Akash Infra-Projects Ltd,220.1,2021-07-01 07:09:03,220.35,0,84478,41078,219.05,0,INR,NSI,Asia/Kolkata,IST,217.77222,2.3277893,0.010689101,281,-60.899994,-0.21672596,88,132.1,1.5011364,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.40000916,0.18207063,222.5,217.75,222.5,219.7,5087,15,220.8528,-0.75279236,-0.0034085705,21.672597864768687
AKZOINDIA.NS,AKZO NOBEL INDIA,2336.7,2021-07-01 07:32:03,2337.35,0,20638,16769,2333.85,0,INR,NSI,Asia/Kolkata,IST,2268.922,67.77783,0.029872261,2530,-193.30005,-0.07640318,1795,541.69995,0.3017827,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-17.900146,-0.7602202,2349.95,2328.9,2340.1,2354.6,4988,15,2272.4634,64.23657,0.028267374,7.640316205533604
ALCHEM.NS,ALCHEMIST LTD,3.7,2021-06-28 09:57:49,0,0,2462,4130,0,0,INR,NSI,Asia/Kolkata,IST,3.386111,0.31388903,0.09269898,11.45,-7.75,-0.6768559,3.05,0.6500001,0.21311478,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.049999952,1.3698617,3.7,3.4,3.5,3.65,10794,15,4.4,-0.70000005,-0.15909092,67.68558951965065
AMARAJABAT.NS,AMARA RAJA BATTERI,743.2,2021-07-01 07:34:34,743.6,0,729146,1936436,743.25,0,INR,NSI,Asia/Kolkata,IST,760.71387,-17.513855,-0.02302292,1025.55,-282.35004,-0.2753157,656.25,86.95001,0.13249525,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.8499756,-0.24830222,748.65,742.05,745.1,745.05,396454,15,861.6825,-118.48248,-0.13750133,27.531568426697863
AMBER.NS,AMBER ENTERPRISES,2932,2021-07-01 07:34:24,2931.95,0,202189,101482,2930.65,0,INR,NSI,Asia/Kolkata,IST,2843.6416,88.3584,0.03107227,3662,-730,-0.19934462,1433.25,1498.75,1.0457003,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,5.800049,0.19821095,2959.85,2925,2928,2926.2,26707,15,2912.5151,19.484863,0.006690047,19.934462042599673
ANSALAPI.NS,ANSAL PROPS & INFR,8.15,2021-07-01 07:27:05,8.2,0,248974,252473,8.1,0,INR,NSI,Asia/Kolkata,IST,7.251389,0.8986106,0.12392255,13.55,-5.4000006,-0.39852402,3.6,4.5499997,1.2638888,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.10000038,-1.2121258,8.5,8.15,8.4,8.25,86505,15,7.5979023,0.5520973,0.07266444,39.85239852398524
APLLTD.NS,ALEMBIC PHARMACEUT,985.5,2021-07-01 07:34:38,986.05,0,224872,434834,985.65,0,INR,NSI,Asia/Kolkata,IST,968.3764,17.123596,0.017682789,1145,-159.5,-0.13930131,864.3,121.20001,0.1402291,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,1.2999878,0.13208573,990.7,978.95,985,984.2,174767,15,978.7682,6.7318115,0.0068778405,13.930131004366812
ARCOTECH.NS,ARCOTECH LTD,1.65,2021-06-28 09:25:18,0,0,31031,18502,0,0,INR,NSI,Asia/Kolkata,IST,1.5333333,0.116666675,0.07608696,4.1,-2.4499998,-0.59756094,1.4,0.25,0.17857143,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,1.65,1.6,1.65,1.65,60424,15,1.994056,-0.344056,-0.1725408,59.75609756097561
