symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
MCL.NS,Madhav Copper Limited,63.83620689655172,41.95,116,38.1,66.798615,84.37014,44.3,42.9,41.5,42.15,61133
MODIRUBBER.NS,MODI RUBBER,67.25295070585513,70.75,216.05,25.35,73.01945,90.55,72.65,70.95,69.5,69.5,939
MRF.NS,MRF LTD,19.716338598548987,79159.65,98599.95,55300,80914.664,83424.42,79696.95,80149.75,79000,79663.25,10148
NATNLSTEEL.NS,NATIONAL STEEL & A,24.13793103448275,4.4,5.8,2,4.1757145,4.487063,4.4,4.4,4.4,4.6,3110
NEULANDLAB.NS,NEULAND LABORITIE,40.36352130502039,1696.3,2844.4,782.75,2074.7415,2091.179,1598.15,1760,1598.15,1682.25,248961
NITIRAJ.NS,Nitiraj Engineers Ltd,21.241830065359476,48.2,61.2,43.2,43.2,45.840973,51.55,51.35,47.65,49.1,64
NXTDIGITAL.NS,NXTDIGITAL LIMITED,34.32671081677704,476,724.8,450,483.7314,492.18427,473.85,477.75,468.25,469.35,1405
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9142857,2.3293707,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,82.56381275313176,462.8,2654.25,5.45,720.36945,1145.2344,476.05,463.1,430.3,441.05,24887
ORIENTLTD.NS,ORIENT PRESS LTD,36.89991863303499,77.55,122.9,62.25,81.66111,84.56042,82.05,78.9,75.55,77.75,10794
PAISALO.NS,PAISALO DIGITAL LT,27.437500000000004,638.55,880,346,640.0714,690.97656,635.05,648,631.1,642.25,56416
PCJEWELLER.NS,PC JEWELLER LIMITE,27.92109256449166,23.75,32.95,12.75,26.36389,26.806944,25.55,24.4,23.3,23.3,1647182
PETRONET.NS,PETRONET LNG,21.51806791356456,216.1,275.35,207.25,222.31667,234.46423,222,218.2,215,217.35,3646806
PFOCUS.NS,PRIME FOCUS,26.87747035573123,55.5,75.9,25.65,59.072857,59.774124,58.7,58.7,54.6,58.1,72571
PGHL.NS,PROCTER & GAMBLE HEALTH L,27.04,5472,7500,4476,5614.832,6225.2036,5520,5555.5,5460,5523.85,6770
PILITA.NS,PIL ITALICA LIFEST,61.458333333333336,7.4,19.2,5.5,8.428572,12.498252,7.45,7.6,7.25,7.35,844409
RAJMET.NS,Rajnandini Metal Limited,0,170.4,170.4,14.55,31.05,31.085314,170,170.4,167,169,2940
RAJVIR.NS,RAJVIR INDUSTRIES,27.619047619047624,7.6,10.5,7,7.7357144,8.886014,7.25,7.6,7,7.6,7908
RBLBANK.NS,RBL BANK LIMITED,35.27160043747721,177.55,274.3,156.1,205.75285,214.46854,183,183.85,176.1,182,12825533
REPRO.NS,REPRO INDIA LTD,11.503940455341509,404.25,456.8,326.15,361.22916,361.91214,364,423.5,352.05,352.95,387934
RESPONIND.NS,RESPONSIVE INDUSTR,35.76732673267327,129.75,202,91,138.91945,160.37535,132.3,133.6,128.3,128.9,15941
ROLLT.NS,ROLLATAINERS LTD,40,3,5,1.95,3.117143,3.1272728,3,3.05,2.95,2.85,226391
ROML.NS,Raj Oil Mills Limited,57.67537422952744,72.1,170.35,3.75,82.26,100.60594,70.5,73.9,70.5,71.45,8485
SANCO.NS,SANCO IND LIMITED,57.2093023255814,9.2,21.5,6.9,10.075714,10.68951,9.4,9.4,8.8,8.9,22032
SBICARD.NS,SBI CARDS & PAYMEN,10.583589293549805,1018.9,1139.5,753.05,990.7111,1001.1094,1049,1031.3,1009.45,1031.25,967309
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,43.39622641509433,6,10.6,4.95,6.3013887,6.498958,6,6.35,5.8,6,9086
SHRENIK.NS,SHRENIK LTD,83.73205741626795,1.7,10.45,1.55,2.0271428,2.3517482,1.6,1.75,1.6,1.75,3433152
SILLYMONKS.NS,Silly Monks Entertain Ltd,39.75720789074355,19.85,32.95,18,21.70143,22.23951,19.75,20.15,18.05,19.55,2958
SIRCA.NS,Sirca Paint India Limited,8.919270833333334,349.75,384,220.1,334.49857,340.57516,336,358,328.4,332.95,219918
SORILINFRA.NS,SORIL INFRA RESOUR,46.23490669593853,122.45,227.75,49,139.52083,145.23924,128.4,130.95,120.7,127.55,78653
STAMPEDE.NS,STAMPEDE CAPITAL,12.50000000000001,0.7,0.8,0.4,0.7214286,0.7520979,0.7,0.7,0.65,0.7,1339250
STAR.NS,STRIDES PHARMA SCI,26.64664664664665,732.8,999,527,773.2043,824.04474,793.5,789.2,717,781.7,4457992
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.9961538,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,36.527754344525064,188.1,296.35,187.75,212.71857,232.95885,191,192.45,187.75,190.75,160278
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,1.8559322033898382,579.05,590,291.6,489.95142,495.0958,564.8,590,546.6,558.6,842565
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,79.74025974025975,23.4,115.5,19.75,25.772858,34.87043,23.6,24,23,22.8,23535
SYMPHONY.NS,SYMPHONY LTD,38.25876504447933,943.9,1528.8,820,1025.7643,1118.157,951.3,947.9,936.6,933.6,45811
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.2285714,7.0895104,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,21.96495619524406,62.35,79.9,31.15,65.27286,68.14336,63.7,63.6,62.1,62.9,27974
TVSMOTOR.NS,TVS MOTOR CO,14.421921921921916,569.95,666,409.05,597.5114,598.0587,575,578.9,567.7,567.55,1608941
TVVISION.NS,TV VISION LTD,17.460317460317455,2.6,3.15,1.15,2.0557144,2.1104896,2.4,2.6,2.6,2.5,11130
UJJIVAN.NS,UJJIVAN FIN SERV,28.541566168194244,222.2,310.95,183.3,223.23,224.58707,236.9,226,219.15,218.25,420499
UJJIVANSFB.NS,Ujjivan Small Financ Bank,38.67713004484305,27.35,44.6,26.5,30.01,31.55944,27.7,27.9,27.3,27.45,2506017
UTTAMSTL.NS,UTTAM GALVA STEELS,54.838709677419345,4.9,10.85,3.7,5.032857,6.9405594,5.25,5,4.75,4.9,389696
V2RETAIL.NS,V2 RETAIL LTD,23.65869424692954,118.1,154.7,43,124.62572,125.70944,120.7,121.7,117.5,119.6,28903
VAKRANGEE.NS,VAKRANGEE LTD,52.04008589835361,33.5,69.85,24.5,39.35857,49.516785,36.2,35.8,33.1,32.55,5418640
VARROC.NS,VARROC ENGINEERING,30.179001360829055,333.5,477.65,196.2,354.5,384.41922,335,342.45,332.95,336.6,303871
VERTOZ.NS,Vertoz Advertising Ltd,55.66770186335404,142.75,322,116,162.04572,228.79335,142.7,150,140.1,151.75,196310
VIVIDHA.NS,VISAGAR POLYTEX,57.49999999999999,0.85,2,0.3,0.94285715,0.9493007,0.9,0.85,0.75,0.8,18903101
WANBURY.NS,WANBURY LTD,23.947368421052627,86.7,114,31.5,88.03714,88.916084,85.3,87.65,83,84.75,9630
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,23.236454969501253,2139.4,2787,1980.1,2201.8413,2267.4978,2175.15,2175.15,2137,2161.75,36763
YAARII.NS,YAARII DIG INTEGR SER LTD,43.44508040337966,103.75,183.45,37.8,106.094284,115.26014,100.25,105,99,100.25,88699
YESBANK.NS,YES BANK,39.75903614457831,12.5,20.75,12.15,13.211429,14.540909,12.8,12.75,12.4,12.4,64392945
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.45,1.6314685,1.6,1.6,1.6,1.6,21541
