symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,208.2,2021-06-30 07:33:15,208.75,0,0,0,208.3,0,INR,NSI,Asia/Kolkata,IST,70,138.2,1.9742857,219,-10.800003,-0.049315084,39.9,168.29999,4.2180448,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,4.949997,2.435423,219,203.6,215,203.25,79058,15,71.74542,136.45457,1.9019272,4.931506849315074
AHLWEST.NS,ASIAN HOTELS (WEST,224,2021-06-30 07:19:28,226,0,11663,15990,224.15,0,INR,NSI,Asia/Kolkata,IST,215.15277,8.847229,0.041120682,339.4,-115.399994,-0.34001178,191,33,0.17277487,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,1.1000061,0.49349758,230,223.2,226.9,222.9,8667,15,231.27359,-7.27359,-0.031450156,34.001178550383024

AKASH.NS,Akash Infra-Projects Ltd,220.6,2021-06-30 07:28:04,220.6,0,85488,39940,220.55,0,INR,NSI,Asia/Kolkata,IST,218.2125,2.3875122,0.010941226,281,-60.399994,-0.2149466,85,135.6,1.5952942,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.30000305,0.13617933,225,220,225,220.3,36841,15,220.86092,-0.26091003,-0.0011813318,21.49466192170819
AKZOINDIA.NS,AKZO NOBEL INDIA,2309.95,2021-06-30 07:33:11,2309.95,0,19196,17258,2307.1,0,INR,NSI,Asia/Kolkata,IST,2264.8,45.149902,0.019935492,2530,-220.05005,-0.086976305,1795,514.94995,0.2868802,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-11.199951,-0.48251736,2324.95,2301.3,2303.2,2321.15,4009,15,2271.8848,38.065186,0.016754894,8.69762845849803
ALCHEM.NS,ALCHEMIST LTD,3.7,2021-06-28 09:57:49,0,0,2814,4619,0,0,INR,NSI,Asia/Kolkata,IST,3.3791666,0.32083344,0.094944544,11.45,-7.75,-0.6768559,3.05,0.6500001,0.21311478,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.049999952,1.3698617,3.7,3.4,3.5,3.65,10794,15,4.4052815,-0.7052815,-0.16009907,67.68558951965065
AMARAJABAT.NS,AMARA RAJA BATTERI,747.05,2021-06-30 07:34:50,747.3,0,747554,1910955,747.05,0,INR,NSI,Asia/Kolkata,IST,761.86804,-14.818054,-0.019449633,1025.55,-278.50006,-0.27156165,648.9,98.14996,0.1512559,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,1.1499634,0.15417124,748.65,743,748,745.9,313887,15,862.50385,-115.45386,-0.13385895,27.156160109209694
AMBER.NS,AMBER ENTERPRISES,2948,2021-06-30 07:34:55,2948.95,0,216009,100528,2942.6,0,INR,NSI,Asia/Kolkata,IST,2844.8777,103.122314,0.03624842,3662,-714,-0.19497542,1426.55,1521.45,1.066524,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,37.55005,1.2901802,2969,2895,2937,2910.45,68679,15,2912.4187,35.5813,0.012217096,19.497542326597486
ANSALAPI.NS,ANSAL PROPS & INFR,8.25,2021-06-30 07:34:46,8.3,0,229912,249023,8.25,0,INR,NSI,Asia/Kolkata,IST,7.1875,1.0625,0.14782609,13.55,-5.3,-0.39114392,3.6,4.65,1.2916667,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.14999962,1.851847,8.4,7.8,8.2,8.1,306761,15,7.59331,0.6566901,0.086482726,39.11439114391145
APLLTD.NS,ALEMBIC PHARMACEUT,984.3,2021-06-30 07:34:50,984.85,0,232848,437748,984.3,0,INR,NSI,Asia/Kolkata,IST,967.5,16.799988,0.017364329,1145,-160.70001,-0.14034936,864.3,120,0.13884068,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-2.5,-0.25334415,995.75,984,990,986.8,117887,15,978.7299,5.5700684,0.005691119,14.034934497816597
ARCOTECH.NS,ARCOTECH LTD,1.65,2021-06-28 09:25:18,0,0,35464,18322,0,0,INR,NSI,Asia/Kolkata,IST,1.5291667,0.12083328,0.07901903,4.1,-2.4499998,-0.59756094,1.4,0.25,0.17857143,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,1.65,1.6,1.65,1.65,60424,15,1.9964789,-0.34647894,-0.173545,59.75609756097561
ARMANFIN.NS,ARMAN FINANCIAL SE,670.5,2021-06-30 07:27:36,670.5,0,66908,17397,670.05,0,INR,NSI,Asia/Kolkata,IST,610.13196,60.368042,0.0989426,817,-146.5,-0.17931457,429,241.5,0.5629371,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,9.75,1.475596,679.75,660.75,660.75,660.75,3253,15,641.37286,29.127136,0.045413733,17.93145654834761
ARVINDFASN.NS,ARVIND FASHIONS LT,139,2021-06-30 07:34:54,138.95,0,397991,376261,138.85,0,INR,NSI,Asia/Kolkata,IST,141.05556,-2.0555573,-0.014572678,182.85,-43.850006,-0.23981409,116.72639,22.273613,0.19081901,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,2.5,1.831502,140.9,137,137,136.5,197543,15,146.72545,-7.7254486,-0.05265241,23.98140552365326
