symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
ARSHIYA.NS,ARSHIYA LIMITED,37.6608187134503,26.65,42.75,9.45,31.020834,31.587677,26.25,28.15,25.2,26.25,127549
ASIANTILES.NS,ASIAN GRANITO INDI,47.253096221022545,166.1,314.9,138.15,180.28195,188.26619,169,171.15,162.65,169.4,305834
ASTRAZEN.NS,ASTREZENECA PHARMA,36.03722334004025,3178.95,4970,3005,3519.9695,3603.5122,3272.8,3289.8,3161,3272.2,31492
ATGL.NS,ADANI TOTAL GAS LIMITED,46.390708755211435,900.1,1679,155.3,956.49445,967.89087,880,907,843,886.4,229539
AUTOLITIND.NS,AUTOLITE (INDIA) LIMITED,62.70207852193996,16.15,43.3,15.3,16.566668,23.090492,17.2,17.2,16.15,16.15,14946
BANDHANBNK.NS,BANDHAN BANK LTD,31.46041328070583,295.2,430.7,251.4,313.4639,322.59015,297,298.4,290,296.25,3209631
BANKA.NS,Banka BioLoo Limited,18.160786581839215,70.75,86.45,27.9,68.1125,68.74542,68.9,74.4,67.3,71.5,15895
BCP.NS,B.C. Power Controls Ltd,56.89655172413793,3.75,8.7,2.85,3.8555555,3.9816902,3.75,3.85,3.6,3.85,245219
BHARTIARTL.NS,BHARTI AIRTEL LTD,1.3349225268176363,620.85,629.25,394,546.5375,546.67004,622.2,629.25,613.7,622.2,18385473
BIOCON.NS,BIOCON LTD,23.59815479241415,372.65,487.75,363.25,394.59167,396.06796,379.95,379.95,366.05,379,2382433
BIOFILCHEM.NS,BIOFIL CHEMICALS &,81.1850603762988,67,356.1,27,70.9,74.639084,67.95,68.9,64,66.95,45882
BLISSGVS.NS,BLISS GVS PHARMA,48.8235294117647,113.1,221,91.65,112.388885,125.700356,113.6,115.55,108.25,113.25,855068
BLUESTARCO.NS,BLUE STAR,17.361253327872216,807.05,976.6,513.15,842.4861,845.6317,818.25,818.25,797,818.25,172882
CANDC.NS,C & C CONSTRUCTION,54.193548387096776,3.55,7.75,1.95,4.070833,4.873944,3.45,3.6,3.35,3.5,18312
CEATLTD.NS,CEAT LTD,27.027793533749293,1286.5,1763,861,1358.0917,1438.9802,1315.85,1315.85,1274.05,1315.85,144577
CHOLAFIN.NS,CHOLAMANDALAM INV,16.540477577169487,501.55,600.95,202.15,512.1889,527.7303,509,512,494.05,510.5,1868263
CUB.NS,CITY UNION BANK,23.924999999999997,152.15,200,116.55,159.67917,165.48627,152.55,153.65,149.25,153.1,1291238
DCBBANK.NS,DCB BANK LIMITED,27.865612648221344,91.25,126.5,74.3,103.49306,104.41796,92.2,92.8,89.35,92.1,1045260
DHANI.NS,DHANI SERVICES LIMITED,49.86740750094709,198.5,395.95,150.35,199.99167,231.94965,186,200.5,175,182.3,5519060
DHFL.NS,DEWAN HOUSING FIN,61.026837806301046,16.7,42.85,12.05,16.7,17.273943,16.7,16.7,16.7,16.7,2454074
DQE.NS,DQ ENTERTAINMENT I,39.39393939393939,1,1.65,0.85,0.98888886,1.0320423,0.95,1,0.9,0.95,103267
ENGINERSIN.NS,ENGINEERS INDIA,22.025723472668805,72.75,93.3,60.4,77.33195,77.76092,73,73.4,71,73.15,1347250
EROSMEDIA.NS,EROS INTL MEDIA,48.71099050203528,18.9,36.85,17.75,25.269444,25.790846,19.35,19.7,18.5,19.25,770620
ESCORTS.NS,ESCORTS,14.065851748442233,1261.9,1468.45,1077.4,1190.1973,1236.4916,1270,1278.9,1231.25,1270,1940981
EXIDEIND.NS,EXIDE INDUSTRIES,22.868217054263567,169.15,219.3,153.6,179.61389,188.75845,167.9,169.65,165,167.2,3739632
GANECOS.NS,GANESHA ECOSPHERE,25.34495279593319,514,688.5,223,520.4347,553.013,519.5,520,502,513.35,27111
GFLLIMITED.NS,GFL LIMITED,30.204672997585945,67.9,97.28445,62.451668,70.08889,73.15437,68.2,70.05,64.5,67.9,93871
GICRE.NS,GENERAL INSURANCE,32.719082719082714,164.3,244.2,115,186.82361,189.83415,168.9,169.5,162,167.6,479862
GLOBE.NS,Globe Textiles (I) Ltd.,0,12.85,12.85,3.066666,3.3733325,3.373333,12.85,12.85,12.85,13.5,42329
GOENKA.NS,GOENKA DIAMOND & J,50,1.2,2.4,0.55,1.3083333,1.5066901,1.2,1.2,1.15,1.2,283775
GULFOILLUB.NS,GULF OIL LUBRICANT,27.149643705463188,613.4,842,603.25,667.00555,703.9838,625,639,608.3,625.7,57058
HATHWAY.NS,HATHWAY CABLE & DA,36.7948717948718,24.65,39,20.55,26.413889,26.792253,25.4,25.65,24.1,25.45,7625433
HDFC.NS,HOUSING DEVEL FIN,8.20096685082873,2658.5,2896,1623,2511.45,2541.9268,2675,2689.5,2633.75,2671.65,1768994
HDFCAMC.NS,HDFC ASSET MANAGEM,12.285271964035847,2946.25,3358.9,2070.05,2923.0903,2926.8477,2994.1,3001.6,2863.75,2984.4,428720
HDFCBANK.NS,HDFC BANK,8.90006093845216,1494.95,1641,1020.2,1480.1666,1485.6968,1514.9,1518.85,1491.05,1507.65,6291272
HDFCLIFE.NS,HDFC LIFE INSURANC,10.63672922252011,666.65,746,555.95,681.7389,687.31866,669.6,671.9,661.35,670.3,1360638
HEMIPROP.NS,Hemisphere Prop Ind Ltd,33.47373637264619,134.25,201.8,54.4,145.02916,147.625,136.9,137.5,128.9,136.7,1087072
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.351841390997652,2781.6,3629.05,2705.3,2866.1042,3039.5852,2810,2814.85,2751.25,2797.05,551454
HNDFDS.NS,Hindustan Foods Limited,26.797905352986806,1887.15,2578,692.1,1980.0736,2027.8687,1911.35,1980,1815.55,1911.1,8231
HONAUT.NS,HONEYWELL AUTO IND,19.70244048809762,40140.75,49990,27850,42041.566,43110.945,41340,41340,39888,40914.05,6549
IDEA.NS,VODAFONE IDEA LTD,51.81159420289855,6.65,13.8,4.55,8.679167,9.559507,6.6,6.75,6.3,6.65,280651205
IDFCFIRSTB.NS,IDFC FIRST BANK,32.323232323232325,46.9,69.3,26.85,52.856945,55.888027,45.9,47.2,44.1,45.85,55548806
IFBIND.NS,IFB INDUSTRIES LTD,37.084969059817695,945.55,1502.9,382.9,1029.3112,1103.437,928.6,969,923.25,923.95,57978
INDIAMART.NS,IndiaMART InterMESH Ltd,28.151758793969854,7148.9,9950,2876,7206.564,7771.688,7400,7400,7080,7354.25,53028
INDLMETER.NS,IMP POWERS LTD,41.60919540229886,12.7,21.75,11,14.363889,14.988732,12.7,13.5,12.65,13.3,43995
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.60640367946223,213.1,282.65,162.2,230.78195,246.05493,211,214,209.2,211.1,4272853
ITC.NS,ITC LTD,12.771739130434776,208.65,239.2,163.35,206.2889,209.81796,209.85,210.6,207.45,209.85,15413207
JCHAC.NS,JOHNSON CONTROLS-H,25.64625850340136,2186,2940,2015.25,2260.075,2406.9546,2242,2242,2176.6,2230.8,31309
JETAIRWAYS.NS,JET AIRWAYS INDIA,53.76692171865803,78.55,169.9,23.65,92.647224,97.07218,76,79.8,74.8,76.75,70346
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,33.31831831831832,666.15,999,509.54782,709.3014,763.3648,637,674.4,605,636.85,640158
KAPSTON.NS,Kapston Facilities Mgmt L,35.363532546631134,84.9,131.35,73.15,88.798615,94.65598,81,88,81,85.05,207
KARURVYSYA.NS,KARUR VYSYA BANK,31.758326878388846,44.05,64.55,29.3,50.033333,53.89014,45,45.3,43.6,44.85,1840113
KELLTONTEC.NS,KELLTON TECH SOLU,44.619565217391305,50.95,92,18.6,62.480556,69.56549,53,53.35,49.3,53,1090385
KGL.NS,KARUTURI GLOBAL,50,0.25,0.5,0.15,0.2,0.23415492,0.15,0.25,0.15,0.2,7473514
KOLTEPATIL.NS,KOLTE-PATIL DEVELO,17.43697478991597,235.8,285.6,147.75,233.06528,235.62535,224.4,238.9,216.15,223.25,2035515
KOTAKBANK.NS,KOTAK MAHINDRA BAN,13.099072718399222,1780.6,2049,1230.6,1726.6666,1792.9944,1820,1820,1762.15,1813.25,3101505
KSERASERA.NS,KSS LTD,50,0.15,0.3,0.1,0.15,0.16056338,0.2,0.2,0.15,0.15,8023373
KTKBANK.NS,KARNATAKA BANK,20.79945799457994,58.45,73.8,39.5,61.366665,63.63627,59.3,59.7,57.65,59.05,1113624
L&TFH.NS,L&T FINANCE HOLDIN,25.749559082892418,84.2,113.4,51.71434,91.1125,93.91479,86.7,86.85,81.2,86.3,13565463
LUMAXIND.NS,LUMAX INDUSTRIES,17.242346080520353,1475.9,1783.4,1188,1514.664,1548.6844,1440,1485,1422.45,1455.45,6309
M&M.NS,MAHINDRA &MAHINDRA,18.20807730686413,778.7,952.05,567.5,770.9403,804.1958,786.3,789.95,767.5,786.3,3147510
M&MFIN.NS,MAHINDRA &MAH FIN,31.34195274186358,154,224.3,112.7,156.00972,175.41795,153.05,154.5,148.75,152.9,7503398
MARINE.NS,Marine Electrical (I) Ltd,52.701212789415656,42.9,90.7,16,56.06389,59.77676,44.5,44.65,41,44.3,1184982
MASFIN.NS,MAS FINANCIAL SERV,30.634199036773637,770.55,1110.85,647.35,839.92084,854.4246,779.85,781,762,772.2,12213
MCL.NS,Madhav Copper Limited,66.50862068965517,38.85,116,38,64.416664,83.627815,39.2,40,38,40,90623
MODIRUBBER.NS,MODI RUBBER,68.47951862994678,68.1,216.05,25.35,72.69028,91.51197,66.75,69.5,66.15,69.2,1984
MRF.NS,MRF LTD,21.294990514701063,77603.1,98599.95,55300,80808.75,83179.37,79000,79799.65,77300,78828.05,16546
NATNLSTEEL.NS,NATIONAL STEEL & A,29.310344827586214,4.1,5.8,2.1,4.1680555,4.4954224,4.45,4.45,4.05,4.25,37275
NEULANDLAB.NS,NEULAND LABORITIE,43.61025172268317,1603.95,2844.4,782.75,2047.4514,2098.9207,1454.45,1607.45,1454.45,1530.95,127222
NITIRAJ.NS,Nitiraj Engineers Ltd,15.931372549019606,51.45,61.2,43.2,43.2,45.53169,51.9,51.95,48.05,49.75,1994
NXTDIGITAL.NS,NXTDIGITAL LIMITED,35.44426048565121,467.9,724.8,450,483.15555,490.90424,478,478,457,477.05,6618
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9083333,2.303169,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,84.03503814636903,423.75,2654.25,5.45,667.3555,1160.519,431.4,431.4,409.95,431.5,12387
ORIENTLTD.NS,ORIENT PRESS LTD,39.34092758340115,74.55,122.9,62.25,81.42639,84.04929,79.35,80.85,73.9,77.75,30547
PAISALO.NS,PAISALO DIGITAL LT,31.26136363636364,604.9,880,346,639.5611,689.7715,600,611,576.85,601.8,44536
PCJEWELLER.NS,PC JEWELLER LIMITE,30.955993930197273,22.75,32.95,12.75,26.13611,26.770071,22.75,23.2,20.8,22.65,2583508
PETRONET.NS,PETRONET LNG,22.189940076266573,214.25,275.35,207.25,221.56805,233.82852,214.35,215.8,211.5,213.6,1996856
PFOCUS.NS,PRIME FOCUS,32.4110671936759,51.3,75.9,33.4,58.843056,59.991196,54,55.1,48.45,53.8,102261
PGHL.NS,PROCTER & GAMBLE HEALTH L,28.694000000000003,5347.95,7500,4480,5591.1377,6192.768,5416,5435.9,5315.75,5416.25,6539
PILITA.NS,PIL ITALICA LIFEST,64.58333333333333,6.8,19.2,5.5,8.3125,12.439437,6.95,7.05,6.65,6.95,879601
RAJMET.NS,Rajnandini Metal Limited,1.5741728922091873,184.45,187.4,15.175,31.05,31.084507,186,187.4,181.1,179.7,8840
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.7458334,8.838733,7.6,7.95,7.6,7.95,1545
RBLBANK.NS,RBL BANK LIMITED,35.21691578563617,177.7,274.3,156.1,203.90834,213.26233,173,178.35,166.55,172.75,11619044
RESPONIND.NS,RESPONSIVE INDUSTR,36.881188118811885,127.5,202,91,138.14444,159.36972,130.55,133.9,125,134.35,35416
ROLLT.NS,ROLLATAINERS LTD,48,2.6,5,1.95,3.0902777,3.1073945,2.65,2.7,2.45,2.65,238478
ROML.NS,Raj Oil Mills Limited,60.815967126504255,66.75,170.35,3.75,81.3375,100.20634,69,69,56.5,69.5,24374
SANCO.NS,SANCO IND LIMITED,59.30232558139535,8.75,21.5,6.9,10.008333,10.525704,9.05,9.05,8.25,9.05,31244
SBICARD.NS,SBI CARDS & PAYMEN,9.381307591048714,1032.6,1139.5,753.05,992.0722,1001.662,1027.95,1035,995,1027.2,853877
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.25,6.4457746,5.7,6.3,5.7,5.7,158110
SHRENIK.NS,SHRENIK LTD,85.64593301435406,1.5,10.45,1.45,1.9958333,2.309155,1.55,1.55,1.45,1.6,5206080
SILLYMONKS.NS,Silly Monks Entertain Ltd,37.83783783783783,19.55,31.45,18,21.651388,22.10986,20.3,21.35,19.45,21.4,6964
SIRCA.NS,Sirca Paint India Limited,15.37760416666667,324.95,384,220.1,334.25833,340.1486,315.15,328.45,283,324.65,157933
SORILINFRA.NS,SORIL INFRA RESOUR,50.647639956092206,112.4,227.75,50.6,137.50278,145.33205,114.15,114.15,104.2,110.45,77958
SRTRANSFIN.NS,SHRIRAM TRANSPORT,15.632431023811852,1295,1534.95,555.55,1380.2236,1380.8126,1277,1297.95,1243.8,1275.5,1555070
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.7507042,0.75,0.75,0.65,0.65,977163
STAR.NS,STRIDES PHARMA SCI,32.21721721721722,677.15,999,551.1,768.0195,821.07605,697.8,700,656.7,692,1078367
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.9919014,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,38.147460772734945,183.3,296.35,182.45,211.13194,232.06174,188.2,189.75,182.45,188.05,128700
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,9.322033898305085,535,590,291.6,493.50696,496.0014,543.3,549.8,507.2,540.55,521264
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,81.55844155844156,21.3,115.5,19.75,25.506945,34.619473,23.25,23.3,20.6,22.75,101021
SYMPHONY.NS,SYMPHONY LTD,39.8973050758765,918.85,1528.8,820,1019.13055,1117.4824,911.35,924.9,890,911.2,55434
TATAMOTORS.NS,TATA MOTORS LTD.,18.101178101178103,295.45,360.75,120.15,312.79443,314.25705,295.3,297.8,286.45,294.2,20798038
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.227778,7.006338,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,22.277847309136426,62.1,79.9,31.15,65.015274,68.3338,60.65,62.5,57.4,60.5,55295
TVSMOTOR.NS,TVS MOTOR CO,15.788288288288285,560.85,666,409.05,594.9389,599.31793,557.6,562.5,544.05,555.8,1737477
TVVISION.NS,TV VISION LTD,20.634920634920633,2.5,3.15,1.15,2.086111,2.1200705,2.5,2.5,2.5,2.6,34079
UJJIVAN.NS,UJJIVAN FIN SERV,32.1273516642547,211.05,310.95,183.3,223.24583,223.42323,215,215,206,214.35,381254
UJJIVANSFB.NS,Ujjivan Small Financ Bank,42.71300448430493,25.55,44.6,25.1,29.7625,31.339085,26.2,26.2,25.1,25.95,3257607
UNICHEMLAB.NS,UNICHEM LABS,23.866666666666667,285.5,375,218.55,323.53473,323.84964,282.6,287.45,275,282.65,66952
UTTAMSTL.NS,UTTAM GALVA STEELS,57.603686635944705,4.6,10.85,3.7,4.9805555,6.883803,4.6,4.7,4.55,4.75,328479
V2RETAIL.NS,V2 RETAIL LTD,25.1131221719457,115.85,154.7,44.5,123.93056,125.70317,111.55,117.45,105.45,111.5,118651
VAKRANGEE.NS,VAKRANGEE LTD,56.83607730851825,30.15,69.85,24.5,38.691666,48.975,31.35,31.35,29.15,30.3,4050274
VARROC.NS,VARROC ENGINEERING,33.581074008164975,317.25,477.65,196.2,352.77917,382.82254,329,331.2,311.55,326.8,162359
VERTOZ.NS,Vertoz Advertising Ltd,59.316770186335404,131,322,116,159.78473,227.42746,138.4,140,126.55,136.8,140003
WANBURY.NS,WANBURY LTD,29.912280701754383,79.9,114,31.5,87.479164,89.52852,83.1,83.1,77.25,81.1,37645
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,27.199497667743092,2028.95,2787,1980.1,2197.8682,2257.839,2108,2108,1991.55,2111.8,255652
YAARII.NS,YAARII DIG INTEGR SER LTD,47.724175524666116,95.9,183.45,37.8,105.58889,115.264084,91.5,98.95,90.7,95.45,120835
YESBANK.NS,YES BANK,42.409638554216876,11.95,20.75,11.9,13.145833,14.452113,12.35,12.35,11.9,12.3,120350535
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4625,1.6179577,1.6,1.6,1.6,1.6,21541
