symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,212.85,2021-07-08 07:34:18,212,0,0,0,211.75,0,INR,NSI,Asia/Kolkata,IST,70,142.85,2.0407143,215,-2.149994,-0.009999972,39.9,172.95001,4.3345866,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,2.600006,1.2366259,215,211.05,213.3,210.25,39040,15,71.03846,141.81155,1.9962645,1.0000000000000027
AHLWEST.NS,ASIAN HOTELS (WEST,247.85,2021-07-08 07:31:01,247.8,0,23019,17567,247.1,0,INR,NSI,Asia/Kolkata,IST,220.94305,26.906952,0.121782295,339.4,-91.54999,-0.2697407,191,56.850006,0.29764402,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.75,-0.7011218,250.05,245,246,249.6,2876,15,229.80559,18.044418,0.078520365,26.97407189157336

AKASH.NS,Akash Infra-Projects Ltd,230,2021-07-08 07:27:25,229.1,0,79742,45598,228.55,0,INR,NSI,Asia/Kolkata,IST,219.275,10.725006,0.048911214,281,-51,-0.18149467,108,122,1.1296296,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.050003,-0.4544484,235.75,228.45,235.05,231.05,12948,15,220.33812,9.6618805,0.043850243,18.14946619217082
ALCHEM.NS,ALCHEMIST LTD,3.8,2021-07-05 09:16:26,0,0,3763,4204,0,0,INR,NSI,Asia/Kolkata,IST,3.4416666,0.35833335,0.10411623,11.45,-7.6499996,-0.66812223,3.05,0.75,0.24590164,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,3.8,3.5,3.7,3.8,19315,15,4.172028,-0.3720281,-0.089172006,66.8122270742358
AMARAJABAT.NS,AMARA RAJA BATTERI,738.95,2021-07-08 07:34:26,739,0,732837,1934161,738.7,0,INR,NSI,Asia/Kolkata,IST,754.8847,-15.934692,-0.021108776,1025.55,-286.60004,-0.27945983,663.95,75,0.11296031,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.6000366,0.08126724,744.45,737.4,740,738.35,301117,15,854.6357,-115.68567,-0.13536255,27.945980205743254
AMBER.NS,AMBER ENTERPRISES,3028.1,2021-07-08 07:34:30,3028.2,0,140432,106673,3025.85,0,INR,NSI,Asia/Kolkata,IST,2847.082,181.01807,0.06358021,3662,-633.8999,-0.17310211,1442.3,1585.8,1.0994939,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,21.450195,0.71342516,3077.95,3008,3009,3006.65,90220,15,2935.031,93.06909,0.03170975,17.310212998361553
ANSALAPI.NS,ANSAL PROPS & INFR,8.6,2021-07-08 07:32:23,8.6,0,190637,238936,8.55,0,INR,NSI,Asia/Kolkata,IST,7.572222,1.0277781,0.13573006,13.55,-4.95,-0.36531362,3.6,5.0000005,1.3888891,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.10000038,1.176475,8.9,8.5,8.9,8.5,130721,15,7.6318183,0.9681821,0.12686126,36.53136531365314
APLLTD.NS,ALEMBIC PHARMACEUT,984.95,2021-07-08 07:34:07,984.7,0,294351,434531,984.3,0,INR,NSI,Asia/Kolkata,IST,974.00415,10.945862,0.011238003,1145,-160.04999,-0.13978165,864.3,120.650024,0.13959277,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.25,-0.12674914,998.9,983.1,992.9,986.2,121705,15,974.76227,10.187744,0.010451517,13.978165938864626
ARCOTECH.NS,ARCOTECH LTD,1.7,2021-07-05 09:46:19,0,0,14578,19042,0,0,INR,NSI,Asia/Kolkata,IST,1.5555556,0.14444447,0.09285715,3.35,-1.6499999,-0.4925373,1.4,0.30000007,0.21428578,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,1.7,1.7,1.7,1.7,56201,15,1.9496504,-0.24965036,-0.12804878,49.25373134328358
ARMANFIN.NS,ARMAN FINANCIAL SE,704.05,2021-07-08 07:32:47,706.45,0,15931,18077,705.2,0,INR,NSI,Asia/Kolkata,IST,633.2222,70.82776,0.11185293,817,-112.95001,-0.13824971,429,275.05,0.6411422,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,9.349976,1.3459013,715,694.25,704,694.7,3919,15,638.97375,65.07623,0.10184492,13.824969400244802
ARVINDFASN.NS,ARVIND FASHIONS LT,151,2021-07-08 07:34:33,151,0,530464,418219,151,0,INR,NSI,Asia/Kolkata,IST,140.93056,10.069443,0.071449675,182.85,-31.850006,-0.17418651,116.72639,34.273613,0.29362354,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,4.5,3.0716722,153.7,145.8,147.35,146.5,2306908,15,146.1976,4.8023987,0.032848682,17.418649165983044
ASIANTILES.NS,ASIAN GRANITO INDI,180,2021-07-08 07:34:07,179.95,0,619023,701202,179.8,0,INR,NSI,Asia/Kolkata,IST,185.69861,-5.6986084,-0.030687405,314.9,-134.9,-0.42838997,138.15,41.850006,0.30293167,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.25,-0.6896552,183.85,179.55,181.9,181.25,375172,15,206.89685,-26.89685,-0.13000126,42.83899650682756
ASTRAZEN.NS,ASTREZENECA PHARMA,3605.6,2021-07-08 07:34:03,3607.05,0,16729,103853,3605,0,INR,NSI,Asia/Kolkata,IST,3732.3057,-126.70557,-0.033948336,4970,-1364.3999,-0.27452713,3005,600.6001,0.19986692,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-6.0498047,-0.16750807,3626.05,3604,3610,3611.65,3482,15,3750.0864,-144.48633,-0.0385288,27.452716297786722
ATLASCYCLE.NS,ATLAS CYCLES(HARYA,34.75,2021-07-05 09:59:28,0,0,3212,1812,0,0,INR,NSI,Asia/Kolkata,IST,30.933332,3.8166676,0.123383656,60.25,-25.5,-0.42323652,24.6,10.15,0.4126016,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.25,-0.71428573,35,32.5,34.9,35,15321,15,32.267483,2.4825172,0.076935574,42.32365145228216
AKASH.NS,Akash Infra-Projects Ltd,230,2021-07-08 07:27:25,229.1,0,79742,45598,228.55,0,INR,NSI,Asia/Kolkata,IST,219.275,10.725006,0.048911214,281,-51,-0.18149467,108,122,1.1296296,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-1.050003,-0.4544484,235.75,228.45,235.05,231.05,12948,15,220.33812,9.6618805,0.043850243,18.14946619217082
ALCHEM.NS,ALCHEMIST LTD,3.8,2021-07-05 09:16:26,0,0,3763,4204,0,0,INR,NSI,Asia/Kolkata,IST,3.4416666,0.35833335,0.10411623,11.45,-7.6499996,-0.66812223,3.05,0.75,0.24590164,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,3.8,3.5,3.7,3.8,19315,15,4.172028,-0.3720281,-0.089172006,66.8122270742358
