symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
KGL.NS,KARUTURI GLOBAL,50,0.25,0.5,0.15,0.2,0.23415492,0.15,0.25,0.15,0.2,7473514
KOLTEPATIL.NS,KOLTE-PATIL DEVELO,23.73949579831933,217.8,285.6,147.75,233.06528,235.62535,224.4,228.95,216.15,223.25,327165
KOTAKBANK.NS,KOTAK MAHINDRA BAN,13.589555880917523,1770.55,2049,1230.6,1726.6666,1792.9944,1820,1820,1769,1813.25,1123866
KSERASERA.NS,KSS LTD,50,0.15,0.3,0.1,0.15,0.16056338,0.2,0.2,0.15,0.15,8023373
KTKBANK.NS,KARNATAKA BANK,21.47696476964769,57.95,73.8,39.5,61.366665,63.63627,59.3,59.7,57.65,59.05,566574
L&TFH.NS,L&T FINANCE HOLDIN,28.350970017636687,81.25,113.4,51.71434,91.1125,93.91479,86.7,86.85,81.2,86.3,8228475
LUMAXIND.NS,LUMAX INDUSTRIES,19.535718290905017,1435,1783.4,1188,1514.664,1548.6844,1440,1485,1426.15,1455.45,3296
M&M.NS,MAHINDRA &MAHINDRA,18.859303608003778,772.5,952.05,567.5,770.9403,804.1958,786.3,789.95,772.5,786.3,1008345
M&MFIN.NS,MAHINDRA &MAH FIN,33.303611234953195,149.6,224.3,112.7,156.00972,175.41795,153.05,154.05,148.75,152.9,3708175
MARINE.NS,Marine Electrical (I) Ltd,54.29988974641676,41.45,90.7,16,56.06389,59.77676,44.5,44.65,41,44.3,528080
MASFIN.NS,MAS FINANCIAL SERV,30.773731826979336,769,1110.85,647.35,839.92084,854.4246,779.85,781,765,772.2,6154
MCL.NS,Madhav Copper Limited,66.72413793103449,38.6,116,38,64.416664,83.627815,39.2,40,38,40,51056
MODIRUBBER.NS,MODI RUBBER,68.9886600323999,67,216.05,25.35,72.69028,91.51197,66.75,69.5,66.15,69.2,412
MRF.NS,MRF LTD,21.34899662728023,77549.85,98599.95,55300,80808.75,83179.37,79000,79799.65,77300,78828.05,10024
NATNLSTEEL.NS,NATIONAL STEEL & A,29.310344827586214,4.1,5.8,2.1,4.1680555,4.4954224,4.45,4.45,4.05,4.25,25447
NEULANDLAB.NS,NEULAND LABORITIE,48.354661791590495,1469,2844.4,782.75,2047.4514,2098.9207,1454.45,1530,1454.45,1530.95,67278
NITIRAJ.NS,Nitiraj Engineers Ltd,21.405228758169937,48.1,61.2,43.2,43.2,45.53169,51.9,51.9,48.05,49.75,373
NXTDIGITAL.NS,NXTDIGITAL LIMITED,36.80325607064017,458.05,724.8,450,483.15555,490.90424,478,478,458.05,477.05,3979
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9083333,2.303169,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,84.45700291984552,412.55,2654.25,5.45,667.3555,1160.519,431.4,431.4,409.95,431.5,9157
ORIENTLTD.NS,ORIENT PRESS LTD,39.585028478437756,74.25,122.9,62.25,81.42639,84.04929,79.35,80.85,74.15,77.75,12691
PAISALO.NS,PAISALO DIGITAL LT,34.31818181818182,578,880,346,639.5611,689.7715,600,609,576.95,601.8,12518
PCJEWELLER.NS,PC JEWELLER LIMITE,34.294385432473455,21.65,32.95,12.75,26.13611,26.770071,22.75,22.95,20.8,22.65,911041
PETRONET.NS,PETRONET LNG,22.843653531868544,212.45,275.35,207.25,221.56805,233.82852,214.35,215.8,211.5,213.6,985196
PFOCUS.NS,PRIME FOCUS,36.16600790513834,48.45,75.9,33.4,58.843056,59.991196,54,55.1,48.45,53.8,51548
PGHL.NS,PROCTER & GAMBLE HEALTH L,28.601333333333336,5354.9,7500,4480,5591.1377,6192.768,5416,5435.9,5350,5416.25,2237
PILITA.NS,PIL ITALICA LIFEST,65.36458333333334,6.65,19.2,5.5,8.3125,12.439437,6.95,7.05,6.65,6.95,551632
RAJMET.NS,Rajnandini Metal Limited,0,186.4,186.4,15.175,31.05,31.084507,186,186.4,181.1,179.7,3615
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.7458334,8.838733,7.6,7.95,7.6,7.95,1545
RBLBANK.NS,RBL BANK LIMITED,38.71673350346337,168.1,274.3,156.1,203.90834,213.26233,173,174.1,166.55,172.75,4188846
RESPONIND.NS,RESPONSIVE INDUSTR,37.74752475247525,125.75,202,91,138.14444,159.36972,130.55,133.9,125,134.35,20973
ROLLT.NS,ROLLATAINERS LTD,50,2.5,5,1.95,3.0902777,3.1073945,2.65,2.65,2.45,2.65,180042
ROML.NS,Raj Oil Mills Limited,63.51628999119459,62.15,170.35,3.75,81.3375,100.20634,69,69,56.5,69.5,10939
SANCO.NS,SANCO IND LIMITED,60.46511627906977,8.5,21.5,6.9,10.008333,10.525704,9.05,9.05,8.25,9.05,20275
SBICARD.NS,SBI CARDS & PAYMEN,11.649846423870118,1006.75,1139.5,753.05,992.0722,1001.662,1027.95,1030.25,995,1027.2,395037
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.25,6.4457746,5.7,6.3,5.7,5.7,158110
SHRENIK.NS,SHRENIK LTD,86.1244019138756,1.45,10.45,1.45,1.9958333,2.309155,1.55,1.55,1.45,1.6,2934471
SILLYMONKS.NS,Silly Monks Entertain Ltd,35.930047694753576,20.15,31.45,18,21.651388,22.10986,20.3,20.3,20.15,21.4,692
SIRCA.NS,Sirca Paint India Limited,17.1875,318,384,220.1,334.25833,340.1486,315.15,323.5,283,324.65,128832
SORILINFRA.NS,SORIL INFRA RESOUR,53.04061470911087,106.95,227.75,50.6,137.50278,145.33205,114.15,114.15,104.2,110.45,33484
SRTRANSFIN.NS,SHRIRAM TRANSPORT,17.111306557216853,1272.3,1534.95,555.55,1380.2236,1380.8126,1277,1283.6,1243.8,1275.5,892902
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.7507042,0.75,0.75,0.65,0.65,977163
STAR.NS,STRIDES PHARMA SCI,33.408408408408405,665.25,999,551.1,768.0195,821.07605,697.8,700,656.7,692,483248
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.9919014,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,38.147460772734945,183.3,296.35,182.45,211.13194,232.06174,188.2,189.75,182.45,188.05,51594
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,11.872881355932195,519.95,590,291.6,493.50696,496.0014,543.3,543.3,507.2,540.55,281573
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,81.81818181818181,21,115.5,19.75,25.506945,34.619473,23.25,23.3,20.6,22.75,59168
SYMPHONY.NS,SYMPHONY LTD,41.30690737833595,897.3,1528.8,820,1019.13055,1117.4824,911.35,918.9,890,911.2,32406
TATAMOTORS.NS,TATA MOTORS LTD.,19.55647955647956,290.2,360.75,120.15,312.79443,314.25705,295.3,297.8,286.45,294.2,9980283
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.227778,7.006338,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,27.53441802252817,57.9,79.9,31.15,65.015274,68.3338,60.65,61.05,57.4,60.5,26507
TVSMOTOR.NS,TVS MOTOR CO,17.83033033033033,547.25,666,409.05,594.9389,599.31793,557.6,561.25,544.05,555.8,768055
TVVISION.NS,TV VISION LTD,20.634920634920633,2.5,3.15,1.15,2.086111,2.1200705,2.5,2.5,2.5,2.6,12776
UJJIVAN.NS,UJJIVAN FIN SERV,33.20469528863161,207.7,310.95,183.3,223.24583,223.42323,215,215,206,214.35,230466
UJJIVANSFB.NS,Ujjivan Small Financ Bank,43.60986547085202,25.15,44.6,25.1,29.7625,31.339085,26.2,26.2,25.1,25.95,1921766
UNICHEMLAB.NS,UNICHEM LABS,24.81333333333334,281.95,375,218.55,323.53473,323.84964,282.6,287.35,275,282.65,34740
UTTAMSTL.NS,UTTAM GALVA STEELS,58.06451612903226,4.55,10.85,3.7,4.9805555,6.883803,4.6,4.7,4.55,4.75,177070
V2RETAIL.NS,V2 RETAIL LTD,31.480284421460887,106,154.7,44.5,123.93056,125.70317,111.55,112.95,105.8,111.5,62837
VAKRANGEE.NS,VAKRANGEE LTD,57.6234788833214,29.6,69.85,24.5,38.691666,48.975,31.35,31.35,29.15,30.3,2326381
VARROC.NS,VARROC ENGINEERING,33.20422903799853,319.05,477.65,196.2,352.77917,382.82254,329,331.2,315,326.8,49873
VERTOZ.NS,Vertoz Advertising Ltd,60.31055900621118,127.8,322,116,159.78473,227.42746,138.4,140,127.6,136.8,74048
WANBURY.NS,WANBURY LTD,31.53508771929825,78.05,114,31.5,87.479164,89.52852,83.1,83.1,77.5,81.1,21871
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,28.071402942231785,2004.65,2787,1980.1,2197.8682,2257.839,2108,2108,2000,2111.8,110822
YAARII.NS,YAARII DIG INTEGR SER LTD,50.558735350231665,90.7,183.45,37.8,105.58889,115.264084,91.5,98.95,90.7,95.45,69025
YESBANK.NS,YES BANK,41.68674698795181,12.1,20.75,12.05,13.145833,14.452113,12.35,12.35,12.05,12.3,47506014
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4625,1.6179577,1.6,1.6,1.6,1.6,21541
