symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
HDFCLIFE.NS,HDFC LIFE INSURANC,9.52412868632707,674.95,746,555.95,680.3472,687.17413,666.5,675.9,665.4,666.65,1822233
HEMIPROP.NS,Hemisphere Prop Ind Ltd,31.36769078295342,138.5,201.8,54.4,144.70139,147.53146,135,141.85,135,134.25,800273
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.31464157286343,2782.95,3629.05,2740,2862.6194,3037.781,2800,2801.25,2775,2781.6,410369
HNDFDS.NS,Hindustan Foods Limited,24.72653219550039,1940.55,2578,695.75,1975.2208,2026.8846,1900,1980,1870,1887.15,4949
HONAUT.NS,HONEYWELL AUTO IND,19.13112622524505,40426.35,49990,27850,42027.582,43090.17,40700,40800,40289.1,40140.75,1071
IDEA.NS,VODAFONE IDEA LTD,52.89855072463769,6.5,13.8,4.55,8.586111,9.539161,6.7,6.75,6.45,6.65,120300578
IDFCFIRSTB.NS,IDFC FIRST BANK,33.76623376623377,45.9,69.3,26.85,52.545834,55.825176,46.65,46.8,45.65,46.9,31885211
IFBIND.NS,IFB INDUSTRIES LTD,38.71515070862999,921.05,1502.9,385.2,1025.3125,1102.3329,954,960.35,917,945.55,42651
INDIAMART.NS,IndiaMART InterMESH Ltd,27.971356783919592,7166.85,9950,2900,7206.214,7767.333,7200,7267.95,7150,7148.9,20787
INDLMETER.NS,IMP POWERS LTD,39.99999999999999,13.05,21.75,11,14.327778,14.972727,12.9,13.3,12.5,12.7,22868
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.25260923403502,214.1,282.65,162.2,229.75833,245.82448,213.2,215.5,212.15,213.1,1689467
ITC.NS,ITC LTD,12.667224080267552,208.9,239.2,163.35,206.3875,209.80978,210.25,214.2,208.35,208.65,27677870
JCHAC.NS,JOHNSON CONTROLS-H,25.710884353741502,2184.1,2940,2015.3,2257.0806,2405.4094,2178,2204.95,2178,2186,6806
JETAIRWAYS.NS,JET AIRWAYS INDIA,53.29605650382579,79.35,169.9,23.65,92.066666,96.94266,78,80.15,76,78.55,61862
