symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,168.05,2021-06-25 09:59:57,0,0,0,0,0,0,INR,NSI,Asia/Kolkata,IST,70,98.05,1.4007143,174.9,-6.849991,-0.039165188,39.9,128.15,3.211779,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-1.199997,-0.7090085,174.9,167,169.1,169.25,25400,15,72.167015,95.88299,1.3286262,3.916523727844479
AHLWEST.NS,ASIAN HOTELS (WEST,218.25,2021-06-25 09:59:26,0,0,10262,15869,0,0,INR,NSI,Asia/Kolkata,IST,214.0375,4.212494,0.019681102,339.4,-121.149994,-0.35695344,191,27.25,0.14267015,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,2.350006,1.0884697,219.9,215.3,215.45,215.9,8293,15,233.01007,-14.760071,-0.06334521,35.695344725987034

AKASH.NS,Akash Infra-Projects Ltd,227.75,2021-06-25 09:57:37,0,0,87392,40891,0,0,INR,NSI,Asia/Kolkata,IST,217.85973,9.890274,0.04539744,281,-53.25,-0.18950178,85,142.75,1.6794118,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,3.75,1.6741071,232.7,220.25,222.25,224,98099,15,221.68993,6.060074,0.027335811,18.95017793594306
AKZOINDIA.NS,AKZO NOBEL INDIA,2310.65,2021-06-25 09:59:53,0,0,15593,17567,0,0,INR,NSI,Asia/Kolkata,IST,2259.6528,50.99707,0.022568543,2530,-219.3501,-0.08669964,1795,515.6499,0.28727013,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-31.650146,-1.3512422,2355,2294,2354,2342.3,26823,15,2269.9106,40.739258,0.017947515,8.669960474308297
ALCHEM.NS,ALCHEMIST LTD,3.55,2021-06-21 09:57:47,0,0,1113,4523,0,0,INR,NSI,Asia/Kolkata,IST,3.3680556,0.18194437,0.054020595,11.45,-7.8999996,-0.6899563,3.05,0.5,0.16393442,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0,0,3.6,3.5,3.5,3.55,8907,15,4.5201387,-0.9701388,-0.21462588,68.99563318777292
AMARAJABAT.NS,AMARA RAJA BATTERI,745.25,2021-06-25 09:59:59,0,0,1192313,1929573,0,0,INR,NSI,Asia/Kolkata,IST,763.6445,-18.39447,-0.02408774,1025.55,-280.30005,-0.2733168,635.8,109.45001,0.17214535,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,3.9500122,0.5328494,747.25,738.7,741.95,741.3,662644,15,865.9778,-120.72778,-0.1394121,27.33167568621715
AMBER.NS,AMBER ENTERPRISES,2929.8,2021-06-25 10:00:00,0,0,185904,100563,0,0,INR,NSI,Asia/Kolkata,IST,2849.328,80.47217,0.028242508,3662,-732.19995,-0.19994538,1425,1504.8,1.056,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-44.149902,-1.4845544,3030,2907,2985,2973.95,198982,15,2895.7073,34.092773,0.0117735565,19.99453850354997
ANSALAPI.NS,ANSAL PROPS & INFR,8.15,2021-06-25 09:56:49,0,0,265414,272660,0,0,INR,NSI,Asia/Kolkata,IST,7.063889,1.0861106,0.15375534,13.55,-5.4000006,-0.39852402,3.6,4.5499997,1.2638888,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-0.10000038,-1.2121258,8.4,8.1,8.35,8.25,149601,15,7.5493054,0.6006942,0.07956947,39.85239852398524
APLLTD.NS,ALEMBIC PHARMACEUT,981.2,2021-06-25 09:59:49,0,0,307752,438812,0,0,INR,NSI,Asia/Kolkata,IST,965.07916,16.12085,0.016704174,1145,-163.79999,-0.14305677,864.3,116.900024,0.135254,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,3.9000244,0.39906114,992.35,971.45,980,977.3,137154,15,980.71387,0.48614502,0.00049570523,14.305676855895193
APOLLO.NS,APOLLO MICRO SYSTE,114.6,2021-06-25 10:00:00,0,0,145108,301349,0,0,INR,NSI,Asia/Kolkata,IST,112.297226,2.3027725,0.02050605,155.9,-41.299995,-0.26491338,86.5,28.099998,0.32485548,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0.29999542,0.26246318,116.7,114.1,115.95,114.3,86000,15,112.59688,2.0031204,0.017790195,26.491340602950615
ARCOTECH.NS,ARCOTECH LTD,1.6,2021-06-21 09:58:36,0,0,23478,17664,0,0,INR,NSI,Asia/Kolkata,IST,1.5222223,0.07777774,0.051094867,4.1,-2.5,-0.6097561,1.4,0.20000005,0.14285718,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0,0,1.6,1.5,1.6,1.6,187827,15,2.01875,-0.41874993,-0.2074303,60.975609756097555
ARMANFIN.NS,ARMAN FINANCIAL SE,633.5,2021-06-25 09:59:44,0,0,57981,17216,0,0,INR,NSI,Asia/Kolkata,IST,603.73334,29.766663,0.04930432,817,-183.5,-0.22460221,429,204.5,0.47668996,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-26.549988,-4.022421,650,625,650,660.05,42518,15,641.5462,-8.046204,-0.012541893,22.460220318237454
ARVINDFASN.NS,ARVIND FASHIONS LT,139.05,2021-06-25 10:00:01,0,0,386506,376678,0,0,INR,NSI,Asia/Kolkata,IST,141.32222,-2.2722168,-0.01607827,182.85,-43.800003,-0.23954062,116.72639,22.323616,0.19124739,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-0.19999695,-0.14362438,140.5,138.2,139.25,139.25,292284,15,147.03,-7.9799957,-0.054274607,23.9540607054963
ASHOKA.NS,ASHOKA BUILDCON LT,104.4,2021-06-25 09:59:59,0,0,3484512,2256501,0,0,INR,NSI,Asia/Kolkata,IST,93.175,11.224998,0.12047221,118.6,-14.199997,-0.11973016,50,54.4,1.088,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0.9000015,0.8695667,107.5,103.3,104.2,103.5,4615017,15,96.34236,8.05764,0.08363549,11.97301854974704
ASIANTILES.NS,ASIAN GRANITO INDI,179.5,2021-06-25 09:59:58,0,0,901562,792953,0,0,INR,NSI,Asia/Kolkata,IST,180.81528,-1.3152771,-0.007274148,314.9,-135.4,-0.42997774,138.15,41.350006,0.2993124,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,6.149994,3.547732,186.5,175.1,175.1,173.35,832582,15,213.32848,-33.828476,-0.1585746,42.99777707208637
ASTRAZEN.NS,ASTREZENECA PHARMA,3641.75,2021-06-25 09:59:57,0,0,18160,115439,0,0,INR,NSI,Asia/Kolkata,IST,3771.6235,-129.87354,-0.034434386,4970,-1328.25,-0.26725352,3005,636.75,0.21189684,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-7.8999023,-0.21645643,3675,3635,3675,3649.65,10189,15,3802.8586,-161.10864,-0.04236514,26.725352112676056
ATLASCYCLE.NS,ATLAS CYCLES(HARYA,32.35,2021-06-21 09:58:51,0,0,1190,1743,0,0,INR,NSI,Asia/Kolkata,IST,29.727777,2.622221,0.088207774,60.25,-27.900002,-0.46307057,24.6,7.749998,0.31504056,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0,0,32.35,31,31.3,32.35,9520,15,32.735416,-0.38541794,-0.01177373,46.30705394190871
AKASH.NS,Akash Infra-Projects Ltd,227.75,2021-06-25 09:57:37,0,0,87392,40891,0,0,INR,NSI,Asia/Kolkata,IST,217.85973,9.890274,0.04539744,281,-53.25,-0.18950178,85,142.75,1.6794118,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,3.75,1.6741071,232.7,220.25,222.25,224,98099,15,221.68993,6.060074,0.027335811,18.95017793594306
