symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,219.8,2021-07-09 07:33:37,219.8,0,0,0,218.95,0,INR,NSI,Asia/Kolkata,IST,70,149.8,2.14,220,-0.19999695,-0.00090907706,39.9,179.9,4.5087714,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,5.199997,2.4231112,220,212,218,214.6,23894,15,71.03846,148.76154,2.0940986,0.09090909090908574
AHLWEST.NS,ASIAN HOTELS (WEST,241.5,2021-07-09 07:15:35,242.1,0,25185,17676,241.5,0,INR,NSI,Asia/Kolkata,IST,221.54143,19.958572,0.090089574,339.4,-97.899994,-0.28845018,191,50.5,0.26439792,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.75,-0.30959752,248.7,238,248.7,242.25,2625,15,229.80559,11.694412,0.050888285,28.8450206246317

AKASH.NS,Akash Infra-Projects Ltd,227.9,2021-07-09 07:22:02,228.3,0,86129,45005,227.1,0,INR,NSI,Asia/Kolkata,IST,219.43,8.470001,0.038600016,281,-53.100006,-0.18896799,114,113.899994,0.99912274,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.2999878,0.13180482,232.3,225,229.4,227.6,9481,15,220.33812,7.5618744,0.034319412,18.89679715302491
ALCHEM.NS,ALCHEMIST LTD,3.8,2021-07-05 09:16:26,0,0,2759,4270,0,0,INR,NSI,Asia/Kolkata,IST,3.4471428,0.3528571,0.10236219,11.45,-7.6499996,-0.66812223,3.05,0.75,0.24590164,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,3.8,3.5,3.7,3.8,19315,15,4.172028,-0.3720281,-0.089172006,66.8122270742358
AMARAJABAT.NS,AMARA RAJA BATTERI,737.9,2021-07-09 07:34:25,737.9,0,734106,1938988,737.95,0,INR,NSI,Asia/Kolkata,IST,753.7057,-15.805664,-0.020970605,1025.55,-287.65002,-0.28048366,663.95,73.95001,0.111378886,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.5499878,-0.07447868,740,731.65,740,738.45,322531,15,854.6357,-116.73566,-0.13659114,28.04836429233094
AMBER.NS,AMBER ENTERPRISES,2999.1,2021-07-09 07:34:22,3000.3,0,144851,106406,2997.95,0,INR,NSI,Asia/Kolkata,IST,2843.013,156.08716,0.05490202,3662,-662.8999,-0.18102127,1442.3,1556.8,1.0793871,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-3.4499512,-0.1149007,3006.95,2975.7,3003,3002.55,64871,15,2935.031,64.06909,0.021829102,18.102129983615516
ANSALAPI.NS,ANSAL PROPS & INFR,8.9,2021-07-09 07:34:27,8.9,0,195601,239518,8.85,0,INR,NSI,Asia/Kolkata,IST,7.607143,1.2928567,0.16995299,13.55,-4.6500006,-0.34317347,3.6,5.2999997,1.4722222,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0.34999943,4.0935607,8.95,8.35,8.6,8.55,354745,15,7.6318183,1.2681813,0.16617027,34.31734317343174
APLLTD.NS,ALEMBIC PHARMACEUT,979,2021-07-09 07:34:31,980.3,0,293231,432357,980,0,INR,NSI,Asia/Kolkata,IST,974.34717,4.652832,0.0047753328,1145,-166,-0.14497817,864.3,114.70001,0.13270856,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-7.0999756,-0.7200057,994.45,975.1,985.1,986.1,202114,15,974.76227,4.237732,0.004347452,14.497816593886462
ARCOTECH.NS,ARCOTECH LTD,1.7,2021-07-05 09:46:19,0,0,8028,19339,0,0,INR,NSI,Asia/Kolkata,IST,1.5557142,0.1442858,0.09274569,3.35,-1.6499999,-0.4925373,1.4,0.30000007,0.21428578,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,1.7,1.7,1.7,1.7,56201,15,1.9496504,-0.24965036,-0.12804878,49.25373134328358
