symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
3MINDIA.NS,3M INDIA LTD,23.403225806451612,23745,31000,18024.25,24532.701,24987.469,23970,24000.05,23500,23922.7,1404
AARTIDRUGS.NS,AARTI DRUGS LTD,37.294902380836454,643.95,1026.95,510.25,704.13196,708.6546,651.35,653,632.05,650.35,176783
ADANIGREEN.NS,ADANI GREEN ENERGY,36.83453237410072,878,1390,351,995.6278,1107.6807,908.4,909,875,908.4,2055848
ADANIPORTS.NS,ADANI PORT SPECIAL,22.38068812430632,699.35,901,312.1,698.4,711.33453,693.4,705,684.55,693,5006682
AFFLE.NS,Affle (India) Limited,34.11978077048515,4141,6285.65,2050,4356.9165,4986.2314,4188,4190,4100,4163.45,32347
AGCNET.NS,AGC NETWORKS LTD,35.42857142857143,1130,1750,302,1196.9277,1220.6398,1149.9,1149.9,1084.85,1141.9,3175
AKASH.NS,Akash Infra-Projects Ltd,35.854092526690394,180.25,281,157.9,214.39444,215.25352,190,190,176.45,184.4,10929
ALCHEM.NS,ALCHEMIST LTD,68.5589519650655,3.6,11.45,3.05,3.7055554,3.7545774,3.8,3.8,3.6,3.6,5916
AMARAJABAT.NS,AMARA RAJA BATTERI,29.97903563941299,718.1,1025.55,693.15,731.49164,813.3183,724,728.7,706.5,723.4,625216
AMBER.NS,AMBER ENTERPRISES,23.28235936646641,2809.4,3662,1642.2,2980.8972,3027.45,2820,2860,2732.05,2866.75,59686
ANMOL.NS,Anmol India Limited,10.074453234062357,193.25,214.9,136,162.50555,162.64896,190.15,198.8,177.5,192.15,29595
APLLTD.NS,ALEMBIC PHARMACEUT,33.432314410480345,762.2,1145,744.3,914.1583,944.5655,774.75,774.75,744.3,769.15,451620
ARCOTECH.NS,ARCOTECH LTD,41.7910447761194,1.95,3.35,1.4,1.7652777,1.7922535,1.95,1.95,1.95,1.95,27292
ARSHIYA.NS,ARSHIYA LIMITED,37.77777777777777,26.6,42.75,9.45,31.020834,31.587677,26.25,28.15,25.2,26.25,118610
ASIANTILES.NS,ASIAN GRANITO INDI,46.776754525246105,167.6,314.9,138.15,180.28195,188.26619,169,171.15,162.65,169.4,240915
ASTRAZEN.NS,ASTREZENECA PHARMA,35.814889336016094,3190,4970,3005,3519.9695,3603.5122,3272.8,3289.8,3161,3272.2,25384
ATGL.NS,ADANI TOTAL GAS LIMITED,48.656938653960694,862.05,1679,155.3,956.49445,967.89087,880,890.35,843,886.4,170293
AUTOLITIND.NS,AUTOLITE (INDIA) LIMITED,62.70207852193996,16.15,43.3,15.3,16.566668,23.090492,17.2,17.2,16.15,16.15,14946
BANDHANBNK.NS,BANDHAN BANK LTD,31.37915022057116,295.55,430.7,251.4,313.4639,322.59015,297,298.4,290,296.25,2570019
BANKA.NS,Banka BioLoo Limited,18.9705031810295,70.05,86.45,27.9,68.1125,68.74542,68.9,74.4,67.3,71.5,14547
BCP.NS,B.C. Power Controls Ltd,56.32183908045977,3.8,8.7,2.85,3.8555555,3.9816902,3.75,3.85,3.6,3.85,224486
BHARTIARTL.NS,BHARTI AIRTEL LTD,1.2475168851807743,621.4,629.25,394,546.5375,546.67004,622.2,629.25,613.7,622.2,15588502
BIOCON.NS,BIOCON LTD,23.65966171194259,372.35,487.75,363.25,394.59167,396.06796,379.95,379.95,366.05,379,1988727
BIOFILCHEM.NS,BIOFIL CHEMICALS &,81.59224936815501,65.55,356.1,27,70.9,74.639084,67.95,67.95,64,66.95,38307
BLISSGVS.NS,BLISS GVS PHARMA,48.619909502262445,113.55,221,91.65,112.388885,125.700356,113.6,115.55,108.25,113.25,625530
BLUESTARCO.NS,BLUE STAR,17.279336473479418,807.85,976.6,513.15,842.4861,845.6317,818.25,818.25,797,818.25,158627
CANDC.NS,C & C CONSTRUCTION,54.83870967741935,3.5,7.75,1.95,4.070833,4.873944,3.45,3.6,3.35,3.5,16952
CEATLTD.NS,CEAT LTD,27.141236528644356,1284.5,1763,861,1358.0917,1438.9802,1315.85,1315.85,1274.05,1315.85,114342
CHOLAFIN.NS,CHOLAMANDALAM INV,16.440635660204688,502.15,600.95,202.15,512.1889,527.7303,509,512,494.05,510.5,1627775
CUB.NS,CITY UNION BANK,24.25,151.5,200,116.55,159.67917,165.48627,152.55,153.65,149.25,153.1,1040090
DCBBANK.NS,DCB BANK LIMITED,27.905138339920946,91.2,126.5,74.3,103.49306,104.41796,92.2,92.8,89.35,92.1,860929
DHANI.NS,DHANI SERVICES LIMITED,51.25647177673949,193,395.95,150.35,199.99167,231.94965,186,198.95,175,182.3,4626028
DHFL.NS,DEWAN HOUSING FIN,61.026837806301046,16.7,42.85,12.05,16.7,17.273943,16.7,16.7,16.7,16.7,2454074
DQE.NS,DQ ENTERTAINMENT I,39.39393939393939,1,1.65,0.85,0.98888886,1.0320423,0.95,1,0.9,0.95,103267
ENGINERSIN.NS,ENGINEERS INDIA,22.07931404072883,72.7,93.3,60.4,77.33195,77.76092,73,73.4,71,73.15,1147212
EROSMEDIA.NS,EROS INTL MEDIA,47.35413839891452,19.4,36.85,17.75,25.269444,25.790846,19.35,19.7,18.5,19.25,561097
ESCORTS.NS,ESCORTS,15.07371718478669,1247.1,1468.45,1077.4,1190.1973,1236.4916,1270,1278.9,1231.25,1270,1603757
EXIDEIND.NS,EXIDE INDUSTRIES,23.82580939352485,167.05,219.3,153.6,179.61389,188.75845,167.9,169.3,165,167.2,2632627
GANECOS.NS,GANESHA ECOSPHERE,24.618736383442265,519,688.5,223,520.4347,553.013,519.5,520,502,513.35,22649
GFLLIMITED.NS,GFL LIMITED,30.667234074921534,67.45,97.28445,62.451668,70.08889,73.15437,68.2,70.05,64.5,67.9,77230
GICRE.NS,GENERAL INSURANCE,32.73955773955774,164.25,244.2,115,186.82361,189.83415,168.9,169.5,163,167.6,407527
GLOBE.NS,Globe Textiles (I) Ltd.,0,12.85,12.85,3.066666,3.3733325,3.373333,12.85,12.85,12.85,13.5,29600
GOENKA.NS,GOENKA DIAMOND & J,52.083333333333336,1.15,2.4,0.55,1.3083333,1.5066901,1.2,1.2,1.15,1.2,203784
GULFOILLUB.NS,GULF OIL LUBRICANT,27.197149643705462,613,842,603.25,667.00555,703.9838,625,639,608.3,625.7,42321
HATHWAY.NS,HATHWAY CABLE & DA,36.41025641025641,24.8,39,20.55,26.413889,26.792253,25.4,25.65,24.1,25.45,6491985
HDFC.NS,HOUSING DEVEL FIN,8.560082872928179,2648.1,2896,1623,2511.45,2541.9268,2675,2689.5,2633.75,2671.65,1359728
HDFCAMC.NS,HDFC ASSET MANAGEM,12.769061299830303,2930,3358.9,2070.05,2923.0903,2926.8477,2994.1,3001.6,2863.75,2984.4,337497
HDFCBANK.NS,HDFC BANK,8.869591712370504,1495.45,1641,1020.2,1480.1666,1485.6968,1514.9,1518.85,1491.05,1507.65,5208451
HDFCLIFE.NS,HDFC LIFE INSURANC,10.958445040214476,664.25,746,555.95,681.7389,687.31866,669.6,671.9,661.35,670.3,1068451
HEMIPROP.NS,Hemisphere Prop Ind Ltd,33.77106045589693,133.65,201.8,54.4,145.02916,147.625,136.9,137.5,128.9,136.7,963267
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.440018737686174,2778.4,3629.05,2705.3,2866.1042,3039.5852,2810,2814.85,2751.25,2797.05,374529
HNDFDS.NS,Hindustan Foods Limited,27.851047323506595,1860,2578,692.1,1980.0736,2027.8687,1911.35,1929.9,1815.55,1911.1,5711
HONAUT.NS,HONEYWELL AUTO IND,19.183936787357474,40399.95,49990,27850,42041.566,43110.945,41340,41340,39888,40914.05,5773
IDEA.NS,VODAFONE IDEA LTD,52.173913043478265,6.6,13.8,4.55,8.679167,9.559507,6.6,6.75,6.3,6.65,232771091
IDFCFIRSTB.NS,IDFC FIRST BANK,32.9004329004329,46.5,69.3,26.85,52.856945,55.888027,45.9,46.95,44.1,45.85,46690269
IFBIND.NS,IFB INDUSTRIES LTD,36.65247188768382,952.05,1502.9,382.9,1029.3112,1103.437,928.6,969,923.25,923.95,45919
INDIAMART.NS,IndiaMART InterMESH Ltd,28.293467336683417,7134.8,9950,2876,7206.564,7771.688,7400,7400,7080,7354.25,44156
INDLMETER.NS,IMP POWERS LTD,40.689655172413794,12.9,21.75,11,14.363889,14.988732,12.7,13.5,12.65,13.3,30384
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.97788784716079,212.05,282.65,162.2,230.78195,246.05493,211,214,209.2,211.1,3707923
ITC.NS,ITC LTD,12.771739130434776,208.65,239.2,163.35,206.2889,209.81796,209.85,210.6,207.45,209.85,13346507
JCHAC.NS,JOHNSON CONTROLS-H,25.36054421768707,2194.4,2940,2015.25,2260.075,2406.9546,2242,2242,2176.6,2230.8,28758
JETAIRWAYS.NS,JET AIRWAYS INDIA,53.50206003531489,79,169.9,23.65,92.647224,97.07218,76,79.8,74.8,76.75,60940
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,34.73473473473474,652,999,509.54782,709.3014,763.3648,637,659.95,605,636.85,450554
KAPSTON.NS,Kapston Facilities Mgmt L,33.00342596117243,88,131.35,73.15,88.798615,94.65598,81,88,81,85.05,196
KARURVYSYA.NS,KARUR VYSYA BANK,31.68086754453911,44.1,64.55,29.3,50.033333,53.89014,45,45.3,43.6,44.85,1372417
KELLTONTEC.NS,KELLTON TECH SOLU,44.29347826086956,51.25,92,18.6,62.480556,69.56549,53,53.35,49.3,53,935244
