symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,213.5,2021-07-07 07:33:50,213.45,0,0,0,212.45,0,INR,NSI,Asia/Kolkata,IST,70,143.5,2.05,215.5,-2,-0.009280742,39.9,173.6,4.3508773,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,5.100006,2.4472198,215.5,208.65,212.4,208.4,51323,15,71.05319,142.44681,2.004791,0.9280742459396751
AHLWEST.NS,ASIAN HOTELS (WEST,245.05,2021-07-07 07:29:47,245.5,0,17630,16625,245.05,0,INR,NSI,Asia/Kolkata,IST,218.86714,26.182861,0.11962902,339.4,-94.34999,-0.27799055,191,54.050003,0.28298432,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,1.1000061,0.4509146,250.7,242.3,246,243.95,10387,15,229.5649,15.485107,0.06745416,27.799057159693568

AKASH.NS,Akash Infra-Projects Ltd,232.65,2021-07-07 07:28:24,232.9,0,76581,44172,232.65,0,INR,NSI,Asia/Kolkata,IST,218.53429,14.115707,0.064592645,281,-48.350006,-0.17206408,99.5,133.15,1.3381909,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-2.550003,-1.084185,239.2,225,238.5,235.2,11618,15,220.15674,12.493256,0.056747098,17.206405693950174
ALCHEM.NS,ALCHEMIST LTD,3.8,2021-07-05 09:16:26,0,0,5018,4270,0,0,INR,NSI,Asia/Kolkata,IST,3.4157143,0.3842857,0.11250522,11.45,-7.6499996,-0.66812223,3.05,0.75,0.24590164,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,3.8,3.5,3.7,3.8,19315,15,4.1773047,-0.3773048,-0.09032255,66.8122270742358
AMARAJABAT.NS,AMARA RAJA BATTERI,736.65,2021-07-07 07:34:34,736.65,0,647592,1948371,736.45,0,INR,NSI,Asia/Kolkata,IST,756.5157,-19.865662,-0.026259419,1025.55,-288.90002,-0.28170252,663.95,72.70001,0.10949621,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-7.549988,-1.0145105,744.5,735,744.5,744.2,770609,15,856.2436,-119.59357,-0.13967237,28.170250109697232
AMBER.NS,AMBER ENTERPRISES,3028.2,2021-07-07 07:34:09,3027.65,0,164611,108688,3024.9,0,INR,NSI,Asia/Kolkata,IST,2842.1685,186.0315,0.06545407,3662,-633.80005,-0.17307484,1442.3,1585.8999,1.0995631,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,18.099854,0.60130405,3035.1,2980,3010.1,3010.1,29265,15,2933.9907,94.20923,0.032109585,17.30748225013654
ANSALAPI.NS,ANSAL PROPS & INFR,8.5,2021-07-07 07:32:55,8.5,0,178473,237522,8.5,0,INR,NSI,Asia/Kolkata,IST,7.475714,1.0242858,0.1370151,13.55,-5.05,-0.37269375,3.6,4.9,1.3611112,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-0.05000019,-0.58479756,8.9,8.35,8.55,8.55,74050,15,7.6191487,0.88085127,0.1156102,37.269372693726936
APLLTD.NS,ALEMBIC PHARMACEUT,983.45,2021-07-07 07:34:07,983.15,0,342079,441526,983.05,0,INR,NSI,Asia/Kolkata,IST,972.41,11.040039,0.011353277,1145,-161.54999,-0.14109169,864.3,119.150024,0.13785726,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,-2.0999756,-0.21307652,992.3,977.45,986.9,985.55,71553,15,974.6046,8.845398,0.009075884,14.109170305676853
ARCOTECH.NS,ARCOTECH LTD,1.7,2021-07-05 09:46:19,0,0,19437,19339,0,0,INR,NSI,Asia/Kolkata,IST,1.5471429,0.15285718,0.09879966,3.5,-1.8,-0.5142857,1.4,0.30000007,0.21428578,NSE,19800000,false,in_market,REGULAR,0,0,0,<null>,0,0,0,<null>,15,Free Realtime Quote,EQUITY,0,0,1.7,1.7,1.7,1.7,56201,15,1.9531915,-0.25319147,-0.12962961,51.42857142857143
