symbol,short_name,regular_market_price,regular_market_time,ask,ask_size,average_daily_volume_10_day,average_daily_volume_3_month,bid,bid_size,currency_id,exchange_id,exchange_timezone_name,exchange_timezone_short_name,fifty_day_average,fifty_day_average_change,fifty_day_average_change_percent,fifty_two_week_high,fifty_two_week_high_change,fifty_two_week_high_change_percent,fifty_two_week_low,fifty_two_week_low_change,fifty_two_week_low_change_percent,full_exchange_name,gmt_offset_milliseconds,is_tradeable,market_id,market_state,post_market_change,post_market_change_percent,post_market_price,post_market_time,pre_market_change,pre_market_change_percent,pre_market_price,pre_market_time,quote_delay,quote_source,quote_type,regular_market_change,regular_market_change_percent,regular_market_day_high,regular_market_day_low,regular_market_open,regular_market_previous_close,regular_market_volume,source_interval,two_hundred_day_average,two_hundred_day_average_change,two_hundred_day_average_change_percent,change
AHLADA.NS,Ahlada Engineers Limited,225.25,2021-07-09 09:59:54,0,0,0,0,0,0,INR,NSI,Asia/Kolkata,IST,70,155.25,2.2178571,225.3,-0.05000305,-0.00022193986,39.9,185.35,4.6453633,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,10.649994,4.9627185,225.3,212,218,214.6,72942,15,70.92431,154.32568,2.175921,0.02219263204616572
AHLWEST.NS,ASIAN HOTELS (WEST,241,2021-07-09 09:59:25,0,0,19739,17557,0,0,INR,NSI,Asia/Kolkata,IST,223.32222,17.67778,0.07915818,339.4,-98.399994,-0.28992337,191,50,0.2617801,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-1.25,-0.51599586,248.7,238,248.7,242.25,7136,15,229.74619,11.253815,0.048983686,28.99233942251031

AKASH.NS,Akash Infra-Projects Ltd,230.9,2021-07-09 09:59:54,0,0,105031,47773,0,0,INR,NSI,Asia/Kolkata,IST,220.04584,10.8541565,0.049326796,281,-50.100006,-0.17829184,118,112.899994,0.9567796,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,3.2999878,1.4499067,232.3,225,229.4,227.6,14038,15,220.25104,10.648956,0.048349176,17.829181494661917
ALCHEM.NS,ALCHEMIST LTD,3.8,2021-07-05 09:16:26,0,0,2414,4204,0,0,INR,NSI,Asia/Kolkata,IST,3.4722223,0.32777762,0.09439995,11.45,-7.6499996,-0.66812223,3.05,0.75,0.24590164,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0,0,3.8,3.5,3.7,3.8,19315,15,4.132986,-0.33298612,-0.080567926,66.8122270742358
AMARAJABAT.NS,AMARA RAJA BATTERI,739.7,2021-07-09 10:00:01,0,0,689173,1892648,0,0,INR,NSI,Asia/Kolkata,IST,751.8764,-12.176392,-0.016194671,1025.55,-285.85004,-0.27872851,663.95,75.75,0.11408991,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,1.25,0.16927348,741.2,731.65,740,738.45,490473,15,852.65625,-112.95624,-0.1324757,27.872848715323478
AMBER.NS,AMBER ENTERPRISES,2991.5,2021-07-09 09:59:59,0,0,146095,107331,0,0,INR,NSI,Asia/Kolkata,IST,2847.8193,143.68066,0.050452873,3662,-670.5,-0.18309666,1442.3,1549.2,1.0741177,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-11.050049,-0.3680221,3006.95,2975.7,3003,3002.55,93786,15,2940.0881,51.411865,0.017486505,18.30966684871655
ARCOTECH.NS,ARCOTECH LTD,1.7,2021-07-05 09:46:19,0,0,7025,19042,0,0,INR,NSI,Asia/Kolkata,IST,1.5638889,0.13611114,0.08703376,3.35,-1.6499999,-0.4925373,1.4,0.30000007,0.21428578,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,0,0,1.7,1.7,1.7,1.7,56201,15,1.9402778,-0.24027777,-0.123836786,49.25373134328358
ARVINDFASN.NS,ARVIND FASHIONS LT,160.4,2021-07-09 10:00:00,0,0,1341612,527809,0,0,INR,NSI,Asia/Kolkata,IST,141.77083,18.629166,0.13140337,182.85,-22.450012,-0.1227783,116.72639,43.673607,0.37415367,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,8.75,5.769865,162.9,152.2,152.9,151.65,3816160,15,146.3533,14.046692,0.09597796,12.277823352474702
ASIANTILES.NS,ASIAN GRANITO INDI,176.55,2021-07-09 10:00:01,0,0,569502,701363,0,0,INR,NSI,Asia/Kolkata,IST,185.89166,-9.34166,-0.050253246,314.9,-138.34999,-0.4393458,138.15,38.40001,0.2779588,NSE,19800000,false,in_market,CLOSED,0,0,0,<null>,0,0,0,<null>,15,Delayed Quote,EQUITY,-3.3499908,-1.8621405,180.55,175.9,179.8,179.9,578833,15,205.9764,-29.426392,-0.14286293,43.93458240711336
