SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-Apr-2003,2,1,INE158A01026,2,"'HEROMOTOCO.NS',",,,,,,,,,,,,,,,,,
HESTERBIO,Hester Biosciences Limited,EQ,13-Mar-2015,10,1,INE782E01017,10,"'HESTERBIO.NS',",,,,,,,,,,,,,,,,,
HEXATRADEX,Hexa Tradex Limited,EQ,20-Apr-2012,2,1,INE750M01017,2,"'HEXATRADEX.NS',",,,,,,,,,,,,,,,,,
HFCL,HFCL Limited,EQ,09-Mar-2011,1,1,INE548A01028,1,"'HFCL.NS',",,,,,,,,,,,,,,,,,
HGINFRA,H.G. Infra Engineering Limited,EQ,09-Mar-2018,10,1,INE926X01010,10,"'HGINFRA.NS',",,,,,,,,,,,,,,,,,
HGS,Hinduja Global Solutions Limited,EQ,19-Jun-2007,10,1,INE170I01016,10,"'HGS.NS',",,,,,,,,,,,,,,,,,
HIKAL,Hikal Limited,EQ,14-Feb-2001,2,1,INE475B01022,2,"'HIKAL.NS',",,,,,,,,,,,,,,,,,
HIL,HIL Limited,EQ,26-Apr-1995,10,1,INE557A01011,10,"'HIL.NS',",,,,,,,,,,,,,,,,,
HILTON,Hilton Metal Forging Limited,BE,24-May-2007,10,1,INE788H01017,10,"'HILTON.NS',",,,,,,,,,,,,,,,,,
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-Feb-1995,5,1,INE049A01027,5,"'HIMATSEIDE.NS',",,,,,,,,,,,,,,,,,
HINDALCO,Hindalco Industries Limited,EQ,08-Jan-1997,1,1,INE038A01020,1,"'HINDALCO.NS',",,,,,,,,,,,,,,,,,
HINDCOMPOS,Hindustan Composites Limited,EQ,08-May-1996,5,1,INE310C01029,5,"'HINDCOMPOS.NS',",,,,,,,,,,,,,,,,,
HINDCOPPER,Hindustan Copper Limited,EQ,15-Sep-2010,5,1,INE531E01026,5,"'HINDCOPPER.NS',",,,,,,,,,,,,,,,,,
HINDMOTORS,Hindustan Motors Limited,EQ,21-Feb-2011,5,1,INE253A01025,5,"'HINDMOTORS.NS',",,,,,,,,,,,,,,,,,
HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,15-Apr-2009,2,1,INE952A01022,2,"'HINDNATGLS.NS',",,,,,,,,,,,,,,,,,
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-Sep-2003,10,1,INE345A01011,10,"'HINDOILEXP.NS',",,,,,,,,,,,,,,,,,
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-Jun-1998,10,1,INE094A01015,10,"'HINDPETRO.NS',",,,,,,,,,,,,,,,,,
HINDUNILVR,Hindustan Unilever Limited,EQ,06-Jul-1995,1,1,INE030A01027,1,"'HINDUNILVR.NS',",,,,,,,,,,,,,,,,,
HINDZINC,Hindustan Zinc Limited,EQ,21-Nov-2006,2,1,INE267A01025,2,"'HINDZINC.NS',",,,,,,,,,,,,,,,,,
HIRECT,Hind Rectifiers Limited,EQ,26-Dec-2006,2,1,INE835D01023,2,"'HIRECT.NS',",,,,,,,,,,,,,,,,,
HISARMETAL,Hisar Metal Industries Limited,EQ,05-Jan-2017,10,1,INE598C01011,10,"'HISARMETAL.NS',",,,,,,,,,,,,,,,,,
HITECH,Hi-Tech Pipes Limited,EQ,07-May-2018,10,1,INE106T01017,10,"'HITECH.NS',",,,,,,,,,,,,,,,,,
HITECHCORP,Hitech Corporation Limited,EQ,20-Dec-2007,10,1,INE120D01012,10,"'HITECHCORP.NS',",,,,,,,,,,,,,,,,,
HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-Jan-2002,10,1,INE127B01011,10,"'HITECHGEAR.NS',",,,,,,,,,,,,,,,,,
HLEGLAS,HLE Glascoat Limited,EQ,22-Feb-2021,10,1,INE461D01010,10,"'HLEGLAS.NS',",,,,,,,,,,,,,,,,,
HLVLTD,HLV LIMITED,EQ,19-Jul-1995,2,1,INE102A01024,2,"'HLVLTD.NS',",,,,,,,,,,,,,,,,,
HMT,HMT Limited,BZ,29-Aug-2003,10,1,INE262A01018,10,"'HMT.NS',",,,,,,,,,,,,,,,,,
HMVL,Hindustan Media Ventures Limited,EQ,21-Jul-2010,10,1,INE871K01015,10,"'HMVL.NS',",,,,,,,,,,,,,,,,,
HNDFDS,Hindustan Foods Limited,EQ,19-Aug-2019,10,1,INE254N01018,10,"'HNDFDS.NS',",,,,,,,,,,,,,,,,,
HOMEFIRST,Home First Finance Company India Limited,EQ,03-Feb-2021,2,1,INE481N01025,2,"'HOMEFIRST.NS',",,,,,,,,,,,,,,,,,
HONAUT,Honeywell Automation India Limited,EQ,18-Jul-2003,10,1,INE671A01010,10,"'HONAUT.NS',",,,,,,,,,,,,,,,,,
HONDAPOWER,Honda India Power Products Limited,EQ,01-Apr-2003,10,1,INE634A01018,10,"'HONDAPOWER.NS',",,,,,,,,,,,,,,,,,
HOTELRUGBY,Hotel Rugby Limited,EQ,03-Apr-1996,10,1,INE275F01019,10,"'HOTELRUGBY.NS',",,,,,,,,,,,,,,,,,
HOVS,HOV Services Limited,EQ,27-Sep-2006,10,1,INE596H01014,10,"'HOVS.NS',",,,,,,,,,,,,,,,,,
HPL,HPL Electric & Power Limited,EQ,04-Oct-2016,10,1,INE495S01016,10,"'HPL.NS',",,,,,,,,,,,,,,,,,
HSCL,Himadri Speciality Chemical Limited,EQ,02-Mar-2007,1,1,INE019C01026,1,"'HSCL.NS',",,,,,,,,,,,,,,,,,
HSIL,HSIL Limited,EQ,31-May-2000,2,1,INE415A01038,2,"'HSIL.NS',",,,,,,,,,,,,,,,,,
HTMEDIA,HT Media Limited,EQ,01-Sep-2005,2,1,INE501G01024,2,"'HTMEDIA.NS',",,,,,,,,,,,,,,,,,
HUBTOWN,Hubtown Limited,EQ,07-Feb-2007,10,1,INE703H01016,10,"'HUBTOWN.NS',",,,,,,,,,,,,,,,,,
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-May-2017,10,1,INE031A01017,10,"'HUDCO.NS',",,,,,,,,,,,,,,,,,
HUHTAMAKI,Huhtamaki India Limited,EQ,01-Oct-2004,2,1,INE275B01026,2,"'HUHTAMAKI.NS',",,,,,,,,,,,,,,,,,
IBREALEST,Indiabulls Real Estate Limited,EQ,23-Mar-2007,2,1,INE069I01010,2,"'IBREALEST.NS',",,,,,,,,,,,,,,,,,
IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-Jul-2013,2,1,INE148I01020,2,"'IBULHSGFIN.NS',",,,,,,,,,,,,,,,,,
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-Oct-2020,10,1,INE520Y01019,10,"'ICEMAKE.NS',",,,,,,,,,,,,,,,,,
ICICIBANK,ICICI Bank Limited,EQ,17-Sep-1997,2,1,INE090A01021,2,"'ICICIBANK.NS',",,,,,,,,,,,,,,,,,
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-Sep-2017,10,1,INE765G01017,10,"'ICICIGI.NS',",,,,,,,,,,,,,,,,,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-2016,10,1,INE726G01019,10,"'ICICIPRULI.NS',",,,,,,,,,,,,,,,,,
ICIL,Indo Count Industries Limited,EQ,12-Sep-2005,2,1,INE483B01026,2,"'ICIL.NS',",,,,,,,,,,,,,,,,,
ICRA,ICRA Limited,EQ,13-Apr-2007,10,1,INE725G01011,10,"'ICRA.NS',",,,,,,,,,,,,,,,,,
IDBI,IDBI Bank Limited,EQ,20-Sep-1995,10,1,INE008A01015,10,"'IDBI.NS',",,,,,,,,,,,,,,,,,
IDEA,Vodafone Idea Limited,EQ,09-Mar-2007,10,1,INE669E01016,10,"'IDEA.NS',",,,,,,,,,,,,,,,,,
IDFC,IDFC Limited,EQ,12-Aug-2005,10,1,INE043D01016,10,"'IDFC.NS',",,,,,,,,,,,,,,,,,
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-Nov-2015,10,1,INE092T01019,10,"'IDFCFIRSTB.NS',",,,,,,,,,,,,,,,,,
IEX,Indian Energy Exchange Limited,EQ,23-Oct-2017,1,1,INE022Q01020,1,"'IEX.NS',",,,,,,,,,,,,,,,,,
IFBAGRO,IFB Agro Industries Limited,EQ,03-Apr-1996,10,1,INE076C01018,10,"'IFBAGRO.NS',",,,,,,,,,,,,,,,,,
IFBIND,IFB Industries Limited,EQ,29-Mar-1995,10,1,INE559A01017,10,"'IFBIND.NS',",,,,,,,,,,,,,,,,,
IFCI,IFCI Limited,EQ,26-Apr-1995,10,1,INE039A01010,10,"'IFCI.NS',",,,,,,,,,,,,,,,,,
IFGLEXPOR,IFGL Refractories Limited,EQ,14-Nov-2017,10,1,INE133Y01011,10,"'IFGLEXPOR.NS',",,,,,,,,,,,,,,,,,
IGARASHI,Igarashi Motors India Limited,EQ,09-Oct-2003,10,1,INE188B01013,10,"'IGARASHI.NS',",,,,,,,,,,,,,,,,,
IGL,Indraprastha Gas Limited,EQ,26-Dec-2003,2,1,INE203G01027,2,"'IGL.NS',",,,,,,,,,,,,,,,,,
IGPL,IG Petrochemicals Limited,EQ,29-Jan-2007,10,1,INE204A01010,10,"'IGPL.NS',",,,,,,,,,,,,,,,,,
IIFL,IIFL Finance Limited,EQ,17-May-2005,2,1,INE530B01024,2,"'IIFL.NS',",,,,,,,,,,,,,,,,,
IIFLSEC,IIFL Securities Limited,EQ,20-Sep-2019,2,1,INE489L01022,2,"'IIFLSEC.NS',",,,,,,,,,,,,,,,,,
IIFLWAM,Iifl Wealth Management Limited,EQ,19-Sep-2019,2,1,INE466L01020,2,"'IIFLWAM.NS',",,,,,,,,,,,,,,,,,
IITL,Industrial Investment Trust Limited,EQ,17-Aug-2010,10,1,INE886A01014,10,"'IITL.NS',",,,,,,,,,,,,,,,,,
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-Oct-2007,10,1,INE369I01014,10,"'IL&FSENGG.NS',",,,,,,,,,,,,,,,,,
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-Mar-2010,10,1,INE975G01012,10,"'IL&FSTRANS.NS',",,,,,,,,,,,,,,,,,
IMAGICAA,Imagicaaworld Entertainment Limited,BE,06-Apr-2015,10,1,INE172N01012,10,"'IMAGICAA.NS',",,,,,,,,,,,,,,,,,
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-Jul-2010,10,1,INE919H01018,10,"'IMFA.NS',",,,,,,,,,,,,,,,,,
IMPAL,India Motor Parts and Accessories Limited,EQ,07-Oct-2005,10,1,INE547E01014,10,"'IMPAL.NS',",,,,,,,,,,,,,,,,,
IMPEXFERRO,Impex Ferro Tech Limited,BE,03-Feb-2005,10,1,INE691G01015,10,"'IMPEXFERRO.NS',",,,,,,,,,,,,,,,,,
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-Jul-2016,10,1,INE452L01012,10,"'INCREDIBLE.NS',",,,,,,,,,,,,,,,,,
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-Oct-2008,10,1,INE841B01017,10,"'INDBANK.NS',",,,,,,,,,,,,,,,,,
INDHOTEL,The Indian Hotels Company Limited,EQ,03-Jul-1996,1,1,INE053A01029,1,"'INDHOTEL.NS',",,,,,,,,,,,,,,,,,
INDIACEM,The India Cements Limited,EQ,31-May-2000,10,1,INE383A01012,10,"'INDIACEM.NS',",,,,,,,,,,,,,,,,,
INDIAGLYCO,India Glycols Limited,EQ,01-Jul-2005,10,1,INE560A01015,10,"'INDIAGLYCO.NS',",,,,,,,,,,,,,,,,,
INDIAMART,Indiamart Intermesh Limited,EQ,04-Jul-2019,10,1,INE933S01016,10,"'INDIAMART.NS',",,,,,,,,,,,,,,,,,
INDIANB,Indian Bank,EQ,01-Mar-2007,10,1,INE562A01011,10,"'INDIANB.NS',",,,,,,,,,,,,,,,,,
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-Jan-1997,10,1,INE061A01014,10,"'INDIANCARD.NS',",,,,,,,,,,,,,,,,,
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-Aug-1995,2,1,INE323C01030,2,"'INDIANHUME.NS',",,,,,,,,,,,,,,,,,
INDIGO,InterGlobe Aviation Limited,EQ,10-Nov-2015,10,1,INE646L01027,10,"'INDIGO.NS',",,,,,,,,,,,,,,,,,
INDIGOPNTS,Indigo Paints Limited,EQ,02-Feb-2021,10,1,INE09VQ01012,10,"'INDIGOPNTS.NS',",,,,,,,,,,,,,,,,,
INDLMETER,IMP Powers Limited,EQ,10-Jan-1996,10,1,INE065B01013,10,"'INDLMETER.NS',",,,,,,,,,,,,,,,,,
INDNIPPON,India Nippon Electricals Limited,EQ,07-May-1997,5,1,INE092B01025,5,"'INDNIPPON.NS',",,,,,,,,,,,,,,,,,
INDOCO,Indoco Remedies Limited,EQ,14-Jan-2005,2,1,INE873D01024,2,"'INDOCO.NS',",,,,,,,,,,,,,,,,,
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-Jun-2003,10,1,INE156A01020,10,"'INDORAMA.NS',",,,,,,,,,,,,,,,,,
INDOSOLAR,Indosolar Limited,BZ,29-Sep-2010,10,1,INE866K01015,10,"'INDOSOLAR.NS',",,,,,,,,,,,,,,,,,
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-May-2018,10,1,INE896L01010,10,"'INDOSTAR.NS',",,,,,,,,,,,,,,,,,
INDOTECH,Indo Tech Transformers Limited,EQ,16-Mar-2006,10,1,INE332H01014,10,"'INDOTECH.NS',",,,,,,,,,,,,,,,,,
INDOTHAI,Indo Thai Securities Limited,BE,02-Nov-2011,10,1,INE337M01013,10,"'INDOTHAI.NS',",,,,,,,,,,,,,,,,,
INDOWIND,Indowind Energy Limited,EQ,14-Sep-2007,10,1,INE227G01018,10,"'INDOWIND.NS',",,,,,,,,,,,,,,,,,
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-Apr-1997,10,1,INE681B01017,10,"'INDRAMEDCO.NS',",,,,,,,,,,,,,,,,,
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-Jul-1997,10,1,INE915B01019,10,"'INDSWFTLAB.NS',",,,,,,,,,,,,,,,,,
INDSWFTLTD,Ind-Swift Limited,BE,18-Oct-2004,2,1,INE788B01028,2,"'INDSWFTLTD.NS',",,,,,,,,,,,,,,,,,
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-Mar-2011,2,1,INE611L01021,2,"'INDTERRAIN.NS',",,,,,,,,,,,,,,,,,
INDUSINDBK,IndusInd Bank Limited,EQ,28-Jan-1998,10,1,INE095A01012,10,"'INDUSINDBK.NS',",,,,,,,,,,,,,,,,,
INDUSTOWER,Indus Towers Limited,EQ,28-Dec-2012,10,1,INE121J01017,10,"'INDUSTOWER.NS',",,,,,,,,,,,,,,,,,
INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-Mar-1995,10,1,INE189B01011,10,"'INEOSSTYRO.NS',",,,,,,,,,,,,,,,,,
INFIBEAM,Infibeam Avenues Limited,EQ,04-Apr-2016,1,1,INE483S01020,1,"'INFIBEAM.NS',",,,,,,,,,,,,,,,,,
INFOBEAN,InfoBeans Technologies Limited,EQ,15-Jul-2019,10,1,INE344S01016,10,"'INFOBEAN.NS',",,,,,,,,,,,,,,,,,
INFOMEDIA,Infomedia Press Limited,BE,12-Oct-2006,10,1,INE669A01022,10,"'INFOMEDIA.NS',",,,,,,,,,,,,,,,,,
INFY,Infosys Limited,EQ,08-Feb-1995,5,1,INE009A01021,5,"'INFY.NS',",,,,,,,,,,,,,,,,,
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-Apr-1999,10,1,INE177A01018,10,"'INGERRAND.NS',",,,,,,,,,,,,,,,,,
INOXLEISUR,INOX Leisure Limited,EQ,23-Feb-2006,10,1,INE312H01016,10,"'INOXLEISUR.NS',",,,,,,,,,,,,,,,,,
INOXWIND,Inox Wind Limited,EQ,09-Apr-2015,10,1,INE066P01011,10,"'INOXWIND.NS',",,,,,,,,,,,,,,,,,
INSECTICID,Insecticides (India) Limited,EQ,30-May-2007,10,1,INE070I01018,10,"'INSECTICID.NS',",,,,,,,,,,,,,,,,,
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-Oct-2006,10,1,INE020G01017,10,"'INSPIRISYS.NS',",,,,,,,,,,,,,,,,,
INTEGRA,Integra Garments and Textiles Limited,BE,20-Aug-2013,3,1,INE418N01027,3,"'INTEGRA.NS',",,,,,,,,,,,,,,,,,
INTELLECT,Intellect Design Arena Limited,EQ,18-Dec-2014,5,1,INE306R01017,5,"'INTELLECT.NS',",,,,,,,,,,,,,,,,,
INTENTECH,Intense Technologies Limited,EQ,23-Mar-2017,2,1,INE781A01025,2,"'INTENTECH.NS',",,,,,,,,,,,,,,,,,
INVENTURE,Inventure Growth & Securities Limited,EQ,04-Aug-2011,10,1,INE878H01016,10,"'INVENTURE.NS',",,,,,,,,,,,,,,,,,
IOB,Indian Overseas Bank,EQ,07-Dec-2000,10,1,INE565A01014,10,"'IOB.NS',",,,,,,,,,,,,,,,,,
IOC,Indian Oil Corporation Limited,EQ,24-Jul-1996,10,1,INE242A01010,10,"'IOC.NS',",,,,,,,,,,,,,,,,,
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-Nov-2010,10,1,INE485C01011,10,"'IOLCP.NS',",,,,,,,,,,,,,,,,,
IPCALAB,IPCA Laboratories Limited,EQ,08-Feb-1995,2,1,INE571A01020,2,"'IPCALAB.NS',",,,,,,,,,,,,,,,,,
IRB,IRB Infrastructure Developers Limited,EQ,25-Feb-2008,10,1,INE821I01014,10,"'IRB.NS',",,,,,,,,,,,,,,,,,
IRCON,Ircon International Limited,EQ,28-Sep-2018,2,1,INE962Y01021,2,"'IRCON.NS',",,,,,,,,,,,,,,,,,
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-2019,10,1,INE335Y01012,10,"'IRCTC.NS',",,,,,,,,,,,,,,,,,
IRFC,Indian Railway Finance Corporation Limited,EQ,29-Jan-2021,10,1,INE053F01010,10,"'IRFC.NS',",,,,,,,,,,,,,,,,,
IRISDOREME,Iris Clothings Limited,EQ,22-Feb-2021,10,1,INE01GN01017,10,"'IRISDOREME.NS',",,,,,,,,,,,,,,,,,
ISEC,ICICI Securities Limited,EQ,04-Apr-2018,5,1,INE763G01038,5,"'ISEC.NS',",,,,,,,,,,,,,,,,,
ISFT,Intrasoft Technologies Limited,EQ,12-Apr-2010,10,1,INE566K01011,10,"'ISFT.NS',",,,,,,,,,,,,,,,,,
ISGEC,Isgec Heavy Engineering Limited,EQ,05-May-2021,1,1,INE858B01029,1,"'ISGEC.NS',",,,,,,,,,,,,,,,,,
ISMTLTD,ISMT Limited,BE,28-Aug-2007,5,1,INE732F01019,5,"'ISMTLTD.NS',",,,,,,,,,,,,,,,,,
ITC,ITC Limited,EQ,23-Aug-1995,1,1,INE154A01025,1,"'ITC.NS',",,,,,,,,,,,,,,,,,
ITDC,India Tourism Development Corporation Limited,EQ,30-Dec-2016,10,1,INE353K01014,10,"'ITDC.NS',",,,,,,,,,,,,,,,,,
ITDCEM,ITD Cementation India Limited,EQ,10-Feb-1999,1,1,INE686A01026,1,"'ITDCEM.NS',",,,,,,,,,,,,,,,,,
ITI,ITI Limited,EQ,15-Sep-2003,10,1,INE248A01017,10,"'ITI.NS',",,,,,,,,,,,,,,,,,
IVC,IL&FS Investment Managers Limited,BE,15-Sep-1999,2,1,INE050B01023,2,"'IVC.NS',",,,,,,,,,,,,,,,,,
IVP,IVP Limited,EQ,13-Sep-1995,10,1,INE043C01018,10,"'IVP.NS',",,,,,,,,,,,,,,,,,
IZMO,IZMO Limited,EQ,05-Feb-2007,10,1,INE848A01014,10,"'IZMO.NS',",,,,,,,,,,,,,,,,,
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-Jul-1998,1,1,INE168A01041,1,"'J&KBANK.NS',",,,,,,,,,,,,,,,,,
JAGRAN,Jagran Prakashan Limited,EQ,22-Feb-2006,2,1,INE199G01027,2,"'JAGRAN.NS',",,,,,,,,,,,,,,,,,
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-Mar-2000,5,1,INE048B01027,5,"'JAGSNPHARM.NS',",,,,,,,,,,,,,,,,,
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-Dec-2003,10,1,INE091G01018,10,"'JAIBALAJI.NS',",,,,,,,,,,,,,,,,,
JAICORPLTD,Jai Corp Limited,EQ,26-Nov-1997,1,1,INE070D01027,1,"'JAICORPLTD.NS',",,,,,,,,,,,,,,,,,
JAINSTUDIO,Jain Studios Limited,BZ,19-Nov-1997,10,1,INE486B01011,10,"'JAINSTUDIO.NS',",,,,,,,,,,,,,,,,,
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-Dec-2010,1,1,INE039C01032,1,"'JAMNAAUTO.NS',",,,,,,,,,,,,,,,,,
JASH,Jash Engineering Limited,EQ,30-Oct-2019,10,1,INE039O01011,10,"'JASH.NS',",,,,,,,,,,,,,,,,,
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-Apr-1996,5,1,INE785A01026,5,"'JAYAGROGN.NS',",,,,,,,,,,,,,,,,,
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-Jan-1996,5,1,INE571B01028,5,"'JAYBARMARU.NS',",,,,,,,,,,,,,,,,,
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-May-1995,10,1,INE854B01010,10,"'JAYNECOIND.NS',",,,,,,,,,,,,,,,,,
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-Feb-1995,5,1,INE364A01020,5,"'JAYSREETEA.NS',",,,,,,,,,,,,,,,,,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-2003,2,1,INE572A01028,2,"'JBCHEPHARM.NS',",,,,,,,,,,,,,,,,,
JBFIND,JBF Industries Limited,BE,25-Feb-2004,10,1,INE187A01017,10,"'JBFIND.NS',",,,,,,,,,,,,,,,,,
JBMA,JBM Auto Limited,EQ,17-Dec-2004,5,1,INE927D01028,5,"'JBMA.NS',",,,,,,,,,,,,,,,,,
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-Jan-2000,10,1,INE782A01015,10,"'JCHAC.NS',",,,,,,,,,,,,,,,,,
JETAIRWAYS,Jet Airways (India) Limited,BZ,14-Mar-2005,10,1,INE802G01018,10,"'JETAIRWAYS.NS',",,,,,,,,,,,,,,,,,
JHS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-2006,10,1,INE544H01014,10,"'JHS.NS',",,,,,,,,,,,,,,,,,
JIKIND,JIK Industries Limited,BE,26-Nov-2008,10,1,INE026B01049,10,"'JIKIND.NS',",,,,,,,,,,,,,,,,,
JINDALPHOT,Jindal Photo Limited,BE,07-Apr-2005,10,1,INE796G01012,10,"'JINDALPHOT.NS',",,,,,,,,,,,,,,,,,
JINDALPOLY,Jindal Poly Films Limited,EQ,21-Jan-2002,10,1,INE197D01010,10,"'JINDALPOLY.NS',",,,,,,,,,,,,,,,,,
JINDALSAW,Jindal Saw Limited,EQ,29-Apr-2003,2,1,INE324A01024,2,"'JINDALSAW.NS',",,,,,,,,,,,,,,,,,
JINDALSTEL,Jindal Steel & Power Limited,EQ,29-Dec-1999,1,1,INE749A01030,1,"'JINDALSTEL.NS',",,,,,,,,,,,,,,,,,
JINDCOT,Jindal Cotex Limited,BE,22-Sep-2009,10,1,INE904J01016,10,"'JINDCOT.NS',",,,,,,,,,,,,,,,,,
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-Dec-2006,5,1,INE742C01031,5,"'JINDRILL.NS',",,,,,,,,,,,,,,,,,
JINDWORLD,Jindal Worldwide Limited,EQ,25-Nov-2010,1,1,INE247D01039,1,"'JINDWORLD.NS',",,,,,,,,,,,,,,,,,
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-Nov-2011,2,1,IN9175A01010,2,"'JISLDVREQS.NS',",,,,,,,,,,,,,,,,,
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-Aug-2001,2,1,INE175A01038,2,"'JISLJALEQS.NS',",,,,,,,,,,,,,,,,,
JITFINFRA,JITF Infralogistics Limited,BE,27-Feb-2017,2,1,INE863T01013,2,"'JITFINFRA.NS',",,,,,,,,,,,,,,,,,
JIYAECO,Jiya Eco-Products Limited,BE,19-Aug-2019,10,1,INE023S01016,10,"'JIYAECO.NS',",,,,,,,,,,,,,,,,,
JKCEMENT,JK Cement Limited,EQ,14-Mar-2006,10,1,INE823G01014,10,"'JKCEMENT.NS',",,,,,,,,,,,,,,,,,
JKIL,J.Kumar Infraprojects Limited,EQ,12-Feb-2008,5,1,INE576I01022,5,"'JKIL.NS',",,,,,,,,,,,,,,,,,
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-Jun-2006,5,1,INE786A01032,5,"'JKLAKSHMI.NS',",,,,,,,,,,,,,,,,,
JKPAPER,JK Paper Limited,EQ,16-Jun-2005,10,1,INE789E01012,10,"'JKPAPER.NS',",,,,,,,,,,,,,,,,,
JKTYRE,JK Tyre & Industries Limited,EQ,19-Mar-2007,2,1,INE573A01042,2,"'JKTYRE.NS',",,,,,,,,,,,,,,,,,
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-2015,2,1,INE412C01023,2,"'JMA.NS',",,,,,,,,,,,,,,,,,
JMCPROJECT,JMC Projects (India) Limited,EQ,26-Nov-2007,2,1,INE890A01024,2,"'JMCPROJECT.NS',",,,,,,,,,,,,,,,,,
JMFINANCIL,JM Financial Limited,EQ,10-Oct-2006,1,1,INE780C01023,1,"'JMFINANCIL.NS',",,,,,,,,,,,,,,,,,
JMTAUTOLTD,JMT Auto Limited,EQ,02-Apr-2007,1,1,INE988E01036,1,"'JMTAUTOLTD.NS',",,,,,,,,,,,,,,,,,
JOCIL,Jocil Limited,EQ,08-Oct-2008,10,1,INE839G01010,10,"'JOCIL.NS',",,,,,,,,,,,,,,,,,
JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-Jun-2004,2,1,INE455F01025,2,"'JPASSOCIAT.NS',",,,,,,,,,,,,,,,,,
JPINFRATEC,Jaypee Infratech Limited,BE,21-May-2010,10,1,INE099J01015,10,"'JPINFRATEC.NS',",,,,,,,,,,,,,,,,,
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,BE,11-Nov-2013,10,1,INE147P01019,10,"'JPOLYINVST.NS',",,,,,,,,,,,,,,,,,
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-2005,10,1,INE351F01018,10,"'JPPOWER.NS',",,,,,,,,,,,,,,,,,
JSL,Jindal Stainless Limited,EQ,17-Nov-2003,2,1,INE220G01021,2,"'JSL.NS',",,,,,,,,,,,,,,,,,
JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-Jan-2016,2,1,INE455T01018,2,"'JSLHISAR.NS',",,,,,,,,,,,,,,,,,
JSWENERGY,JSW Energy Limited,EQ,04-Jan-2010,10,1,INE121E01018,10,"'JSWENERGY.NS',",,,,,,,,,,,,,,,,,
JSWHL,JSW Holdings Limited,EQ,21-Jun-2005,10,1,INE824G01012,10,"'JSWHL.NS',",,,,,,,,,,,,,,,,,
JSWISPL,JSW Ispat Special Products Limited,EQ,12-Sep-2018,10,1,INE743C01021,10,"'JSWISPL.NS',",,,,,,,,,,,,,,,,,
JSWSTEEL,JSW Steel Limited,EQ,23-Mar-2005,1,1,INE019A01038,1,"'JSWSTEEL.NS',",,,,,,,,,,,,,,,,,
